Accommodates,Bathrooms,Bedrooms,Beds,Check.In,Check.Out,Property.type,Room.type,Extra.people,Weekly.discount,Monthly.discount,Cancellation,Response.time,ID,price,e,city,price_per_indv
2, 1,1,1, Anytime after 1PM, 11AM, Apartment, Entire home/apt, No Charge, 0%, 0%, Strict, within an hour,12410679,95,72,Los Angeles,47.5
2, 1 (Private),0,1,,, Apartment, Entire home/apt, No Charge, 15%, 30%, Flexible, within a few hours,12203030,80,73,Los Angeles,40
2, 1,0,1, 12PM (noon) - 3PM, 11AM, Apartment, Entire home/apt, No Charge,,, Moderate, within an hour,9941334,135,74,Los Angeles,67.5
2, 1,1,1, 2PM - 12AM (midnight), 12PM (noon), Dorm, Private room, No Charge, 10%, 30%, Strict, within an hour,11510584,97,75,Los Angeles,48.5
2, 1 (Private),1,1, 2PM - 9PM, 10AM, House, Private room,,,, Flexible, within an hour,13623309,95,76,Los Angeles,47.5
2, 1,1,1, Anytime after 4PM, 11AM, Loft, Entire home/apt, No Charge,,, Moderate, within an hour,13063362,85,77,Los Angeles,42.5
3, 1,1,2, Anytime after 2PM, 11AM, Apartment, Entire home/apt, No Charge, 10%, 18%, Moderate, within an hour,2961876,100,78,Los Angeles,33.3333333333333
2, 1.5 (Private),1,1,,, Apartment, Private room, No Charge, 10%, 25%, Moderate, within a few hours,13902498,57,79,Los Angeles,28.5
2, 1,1,1, Anytime after 2PM, 11AM, House, Private room, No Charge, 5%, 5%, Strict, within a few hours,6714468,109,80,Los Angeles,54.5
3, 1 (Private),1,3, Anytime after 1PM, 11AM, Apartment, Entire home/apt, No Charge,,, Flexible, within a few hours,13866094,39,81,Los Angeles,13
3, 1,1,1, Anytime after 2PM, 11AM, House, Private room, $20 / night after 2 guests, 0%, 0%, Moderate, within an hour,10477209,114,82,Los Angeles,38
2, 1 (Shared),1,1, 12PM (noon) - 10PM, 10AM, Apartment, Private room, $15 / night after the first guest,,, Flexible, within an hour,13912221,75,83,Los Angeles,37.5
1, 0.5,1,1,,, Apartment, Private room,,,, Strict, within an hour,12272602,48,84,Los Angeles,48
2, 1 (Shared),1,1, 4PM - 10PM, 11AM, Condominium, Private room, No Charge,,, Moderate, within an hour,13916378,53,85,Los Angeles,26.5
2, 2 (Shared),1,3, Anytime after 3PM, 11AM, Apartment, Private room, $5 / night after the first guest, 0%, 0%, Strict, within an hour,13578041,79,86,Los Angeles,39.5
2, 1 (Shared),1,1, Anytime after 3PM, 11AM, Townhouse, Private room, No Charge, 5%, 10%, Strict, within an hour,10414699,69,87,Los Angeles,34.5
1, 1 (Shared),1,1,,, House, Private room,, 10%, 38%, Flexible, within a few hours,13958307,75,88,Los Angeles,75
2, 1,0,1, Anytime after 3PM, 12PM (noon), Apartment, Entire home/apt,, 0%, 3%, Strict, within an hour,7069545,89,89,Los Angeles,44.5
1, 0,1,1, Anytime after 3PM, 10AM, Apartment, Private room,,,, Moderate, within an hour,12902941,47,90,Los Angeles,47
2, 1 (Private),1,1, Anytime after 4PM, 12PM (noon), Apartment, Private room, $10 / night after the first guest, 14%, 30%, Moderate, within an hour,1664890,64,91,Los Angeles,32
2, 2,1,1,,, Apartment, Private room, No Charge, 21%, 50%, Flexible, within an hour,14002002,45,92,Los Angeles,22.5
2, 1,0,1, Anytime after 3PM, 11AM, Apartment, Entire home/apt, No Charge, 10%, 30%, Flexible, within a few hours,3414172,92,93,Los Angeles,46
2, 1,0,1, 12PM (noon) - 9PM, 12PM (noon), Apartment, Entire home/apt, No Charge,,, Moderate, within a few hours,13753261,49,94,Los Angeles,24.5
1, 2 (Shared),1,1, 3PM - 12AM (midnight), 10AM, House, Shared room,, 2%, 5%, Strict, within an hour,13657410,85,95,Los Angeles,85
2, 1,1,1,, 12PM (noon), House, Private room, No Charge, 0%, 0%, Moderate, within an hour,13774654,57,96,Los Angeles,28.5
6, 1,2,3, Anytime after 4PM, 10AM, Apartment, Entire home/apt, No Charge, 0%, 0%, Moderate, within an hour,5436110,98,97,Los Angeles,16.3333333333333
2, 1 (Private),0,1, Anytime after 2PM, 12PM (noon), Apartment, Entire home/apt,,,, Moderate, within an hour,5203102,69,98,Los Angeles,34.5
2, 1 (Private),0,1,,, Apartment, Entire home/apt, No Charge, 10%, 0%, Moderate, within an hour,6677068,85,99,Los Angeles,42.5
3, 1,0,1, Anytime after 3PM, 12PM (noon), House, Entire home/apt, $20 / night after 2 guests,,, Strict, within an hour,4053948,43,100,Los Angeles,14.3333333333333
1, 1 (Shared),1,1, Anytime after 3PM, 12PM (noon), House, Shared room,, 5%, 5%, Moderate, within an hour,13831698,89,101,Los Angeles,89
4, 1,1,2, Anytime after 3PM, 11AM, House, Entire home/apt, $15 / night after 2 guests,,, Flexible, within an hour,9839577,115,102,Los Angeles,28.75
2, 1,1,1,, 2PM, House, Private room, $10 / night after the first guest, 2%, 0%, Flexible, within an hour,1308434,30,103,Los Angeles,15
2, 1 (Private),1,1, 3PM - 2AM (next day), 12PM (noon), House, Private room,, 0%, 0%, Moderate, within an hour,5785385,30,104,Los Angeles,15
4, 1.5,1,2, Anytime after 4PM, 11AM, House, Entire home/apt, $10 / night after 2 guests, 3%, 0%, Flexible, within an hour,6341581,48,105,Los Angeles,12
3, 1,1,1, Anytime after 2PM, 11AM, House, Private room, $20 / night after 2 guests, 0%, 0%, Moderate, within an hour,10477209,75,106,Los Angeles,25
2, 1,1,1, Anytime after 6PM, 10AM, Apartment, Private room, No Charge,,, Strict, within an hour,12176503,30,107,Los Angeles,15
1, 1 (Shared),1,1, 3PM - 9PM, 11AM, Bed & Breakfast, Private room,, 0%, 0%, Moderate, within an hour,2645165,250,108,Los Angeles,250
3, 1,1,2, Anytime after 3PM, 11AM, Apartment, Entire home/apt, No Charge,,, Strict, within a few hours,10247549,100,109,Los Angeles,33.3333333333333
2, 2,1,1, Anytime after 2AM, 9AM, House, Private room,, 0%, 0%, Moderate, within an hour,14011049,79,110,Los Angeles,39.5
2, 1,1,1, 3PM - 10PM, 11AM, House, Private room, No Charge, 0%, 0%, Flexible, within an hour,4205493,62,111,Los Angeles,31
2, 1 (Private),1,1, Anytime after 4PM, 11AM, Apartment, Private room, No Charge,,, Flexible, within an hour,13590080,75,112,Los Angeles,37.5
3, 1,1,2, Anytime after 3PM, 12PM (noon), Loft, Private room, No Charge, 20%, 33%, Moderate, within an hour,580131,89,113,Los Angeles,29.6666666666667
1, 0,1,1, 3PM - 12AM (midnight), 10AM, Apartment, Private room,,,, Moderate, within an hour,12846750,76,114,Los Angeles,76
2, 1 (Private),1,1, Anytime after 2PM, 12PM (noon), House, Private room,, 0%, 0%, Strict, within an hour,7519753,37,115,Los Angeles,18.5
1, 1,1,1,,, Apartment, Private room,,,, Flexible, within a few hours,13625891,79,116,Los Angeles,79
3, 1,1,1, Anytime after 2PM, 11AM, House, Private room, $35 / night after 2 guests, 0%, 0%, Moderate, within an hour,13660094,135,117,Los Angeles,45
2, 1 (Shared),1,1, Anytime after 3PM,, Apartment, Private room, No Charge, 15%, 15%, Flexible, within an hour,14057851,89,118,Los Angeles,44.5
2, 1,1,1,,, Apartment, Private room, No Charge,,, Flexible, within an hour,6304736,65,119,Los Angeles,32.5
2, 1 (Private),0,1,,, Apartment, Entire home/apt, No Charge, 10%, 0%, Moderate, within an hour,6677068,105,120,Los Angeles,52.5
2, 1,1,1, 3PM - 9PM, 4PM, Condominium, Entire home/apt, $15 / night after the first guest, 21%, 34%, Moderate, within an hour,13334933,85,121,Los Angeles,42.5
2, 2,1,1,, 12PM (noon), Apartment, Private room, No Charge, 0%, 5%, Strict, within an hour,12157128,50,122,Los Angeles,25
1, 2 (Shared),1,1, 3PM - 12AM (midnight), 10AM, House, Shared room,, 2%, 5%, Strict, within an hour,13657410,94,123,Los Angeles,94
1, 1,1,1, 3PM - 11PM, 10AM, House, Shared room,, 5%,, Strict, within an hour,13590165,125,124,Los Angeles,125
2, 1,1,2,,, House, Private room, No Charge,,, Flexible, within an hour,12156285,79,125,Los Angeles,39.5
2, 1,1,1, 3PM - 11PM, 12PM (noon), House, Private room, No Charge, 0%, 0%, Flexible, within an hour,11264054,127,126,Los Angeles,63.5
2, 1,1,1, 3PM - 11PM, 11AM, Bed & Breakfast, Entire home/apt, $10 / night after the first guest, 10%, 15%, Strict, within an hour,2171504,70,127,Los Angeles,35
2, 1,1,2, Flexible, 12PM (noon), Other, Shared room, $10 / night after the first guest, 0%, 0%, Moderate, within an hour,8941232,45,128,Los Angeles,22.5
3, 1 (Shared),1,2, Flexible, 11AM, Loft, Private room, $20 / night after the first guest, 0%, 0%, Strict, within an hour,1480351,130,129,Los Angeles,43.3333333333333
2, 1 (Private),0,1, 3PM - 8PM, 8PM, Apartment, Entire home/apt, No Charge,, 25%, Strict, within an hour,13845710,75,130,Los Angeles,37.5
2, 1,1,1, Anytime after 3PM, 11AM, House, Private room, $25 / night after the first guest, 0%, 35%, Moderate, within an hour,3979641,43,131,Los Angeles,21.5
2, 2,1,1, Anytime after 3PM, 12PM (noon), Condominium, Private room, $10 / night after the first guest, 3%, 0%, Moderate, within an hour,11457940,95,132,Los Angeles,47.5
2, 1 (Private),0,2, Anytime after 3PM, 12PM (noon), House, Entire home/apt, No Charge, 0%, 0%, Flexible, within an hour,6438015,85,133,Los Angeles,42.5
3, 1,1,2, Anytime after 3PM, 12PM (noon), House, Entire home/apt, No Charge, 0%, 0%, Flexible, within an hour,8814009,99,134,Los Angeles,33
1, 1 (Shared),1,1,,, House, Private room,, 10%, 38%, Flexible, within a few hours,13946606,115,135,Los Angeles,115
4, 1 (Private),1,2, Flexible, 11AM, Apartment, Entire home/apt, No Charge,,, Strict, within a few hours,13431568,190,136,Los Angeles,47.5
2, 1,1,2, Anytime after 3PM, 11AM, House, Private room,, 0%, 0%, Strict, within an hour,6523595,120,137,Los Angeles,60
1, 1,1,1, Flexible,, Apartment, Private room,,, 15%, Moderate, within an hour,13600753,95,138,Los Angeles,95
2, 1,1,1, Anytime after 3PM, 12PM (noon), House, Private room, No Charge, 12%, 20%, Flexible, within an hour,2357443,35,139,Los Angeles,17.5
2, 1,1,1,,, Apartment, Private room,,,, Flexible, within a day,13229965,45,140,Los Angeles,22.5
2, 1,1,1, Anytime after 6PM, 10AM, Apartment, Private room, No Charge,,, Strict, within an hour,12176789,33,141,Los Angeles,16.5
3, 1,1,2, Anytime after 3PM, 11AM, House, Private room, $20 / night after 2 guests, 0%, 0%, Moderate, within an hour,4842895,44,142,Los Angeles,14.6666666666667
2, 1 (Private),1,1, Anytime after 4PM, 11AM, Apartment, Private room, No Charge,,, Flexible, within an hour,13590080,104,143,Los Angeles,52
2, 1,1,1, Anytime after 4PM, 11AM, House, Entire home/apt, No Charge, 0%, 0%, Strict, within an hour,1292476,65,144,Los Angeles,32.5
2, 1,1,1, Anytime after 3PM, 12PM (noon), House, Private room, $8 / night after the first guest, 10%, 30%, Moderate, within an hour,3869319,119,145,Los Angeles,59.5
1, 1,1,1,,, House, Private room,, 15%, 35%, Flexible, within a few hours,10887474,65,146,Los Angeles,65
3, 1,0,2, Anytime after 3PM, 11AM, Apartment, Entire home/apt, $15 / night after 2 guests, 0%, 0%, Moderate, within an hour,5802902,95,147,Los Angeles,31.6666666666667
4, 1,1,2, Anytime after 3PM, 11AM, Condominium, Private room, No Charge, 0%, 0%, Strict, within a few hours,9263299,185,148,Los Angeles,46.25
2, 1,1,1, Anytime after 4PM, 11AM, Loft, Entire home/apt, No Charge,,, Moderate, within an hour,13063362,110,149,Los Angeles,55
2, 1,1,1, 3PM - 1AM (next day), 10AM, House, Private room, $10 / night after the first guest, 0%, 0%, Moderate, within an hour,7515886,89,150,Los Angeles,44.5
2, 1,0,1, Anytime after 4PM, 11AM, Bungalow, Entire home/apt, No Charge, 9%, 26%, Strict, within an hour,1461030,105,151,Los Angeles,52.5
2, 1,1,1, Anytime after 3PM, 12PM (noon), Loft, Entire home/apt,, 0%, 3%, Strict, within an hour,6610929,47,152,Los Angeles,23.5
2, 1,1,1,,, Apartment, Private room, No Charge, 8%, 30%, Strict, within a few hours,3104167,199,153,Los Angeles,99.5
2, 1.5 (Private),1,1,,, Condominium, Entire home/apt, No Charge, 10%, 0%, Flexible, within an hour,13811638,62,154,Los Angeles,31
1, 1 (Private),1,1, Anytime after 3PM, 11AM, House, Private room,, 0%, 0%, Flexible, within an hour,3812683,33,155,Los Angeles,33
1, 0,1,1,,, Apartment, Private room,,,, Moderate, within an hour,12406971,95,156,Los Angeles,95
1, 1,1,1, 5PM - 10PM, 9AM, Apartment, Shared room,, 5%, 5%, Moderate, within an hour,5241804,110,157,Los Angeles,110
1, 1,1,1,,, Condominium, Private room,, 0%, 1%, Flexible, within an hour,4116697,87,158,Los Angeles,87
2, 1,1,1, 3PM - 11PM, 12PM (noon), House, Private room, No Charge, 0%, 0%, Flexible, within an hour,11264054,104,159,Los Angeles,52
2, 2 (Shared),1,1, Anytime after 1PM, 11AM, House, Private room, No Charge, 0%, 0%, Moderate, within an hour,8571568,98,160,Los Angeles,49
2, 1 (Shared),1,1, Anytime after 1PM, 11AM, Tipi, Private room, No Charge, 10%, 20%, Moderate, within a few hours,13883611,99,161,Los Angeles,49.5
2, 1,0,1, Anytime after 4PM, 12PM (noon), Apartment, Entire home/apt, No Charge, 5%, 0%, Strict, within an hour,6600821,110,162,Los Angeles,55
2, 1,1,1,,, House, Private room, No Charge, 10%, 20%, Flexible, within an hour,4492014,129,163,Los Angeles,64.5
2, 1,1,1, Anytime after 4PM, 11AM, House, Private room,, 0%, 0%, Moderate, within an hour,4526349,95,164,Los Angeles,47.5
3, 1 (Private),0,1, 2PM - 11PM, 11AM, Other, Entire home/apt, $20 / night after 2 guests, 0%, 0%, Strict, within an hour,6641924,46,165,Los Angeles,15.3333333333333
2, 1 (Shared),1,1,,, Apartment, Private room, $10 / night after the first guest, 10%, 15%, Strict, within an hour,11907915,112,166,Los Angeles,56
2, 1,1,1, Anytime after 2PM, 11AM, Apartment, Private room, No Charge, 0%, 0%, Strict, within an hour,12741265,95,167,Los Angeles,47.5
2, 1,0,1, Anytime after 2PM, 12PM (noon), Apartment, Entire home/apt,, 0%, 0%, Moderate, within an hour,6317910,59,168,Los Angeles,29.5
2, 1,1,1,,, House, Entire home/apt, No Charge, 0%, 0%, Flexible, within a few hours,11463528,120,169,Los Angeles,60
2, 1,1,2, Anytime after 1PM, 10AM, Apartment, Entire home/apt,, 10%, 25%, Moderate, within a few hours,4379659,45,170,Los Angeles,22.5
2, 1,0,1, Anytime after 3PM, 11AM, Apartment, Entire home/apt, No Charge, 15%, 25%, Strict, within an hour,6972777,50,171,Los Angeles,25
2, 1,1,2, Anytime after 4PM, 12PM (noon), House, Private room, $30 / night after the first guest, 0%, 0%, Strict, within an hour,11883218,109,172,Los Angeles,54.5
1, 1 (Shared),1,1, 4PM - 8PM, 11AM, Apartment, Private room,, 5%, 8%, Strict, within an hour,13829077,149,173,Los Angeles,149
2, 1,1,1, 11AM - 7PM, 12PM (noon), Apartment, Entire home/apt, No Charge, 10%, 15%, Moderate, within an hour,2432788,100,174,Los Angeles,50
2, 1 (Shared),1,1, Anytime after 4PM, 12PM (noon), House, Private room,, 0%, 0%, Strict, within a few hours,12815395,100,175,Los Angeles,50
2, 1 (Private),0,1,,, Apartment, Entire home/apt, No Charge,,, Flexible, within a few hours,13981958,99,176,Los Angeles,49.5
2, 1 (Private),0,1, Anytime after 3PM,, Apartment, Entire home/apt, No Charge, 21%,, Flexible, within an hour,14108578,129,177,Los Angeles,64.5
3, 1,1,2,,, Apartment, Private room, No Charge,,, Flexible, within an hour,13762568,118,178,Los Angeles,39.3333333333333
2, 1 (Private),1,2, Anytime after 12PM (noon), 10AM, Apartment, Entire home/apt, No Charge, 20%, 35%, Strict, within a few hours,13618777,70,179,Los Angeles,35
2, 1 (Shared),1,1,,, Apartment, Entire home/apt, No Charge,,, Flexible, within a few hours,13675796,79,180,Los Angeles,39.5
2, 1,1,1, Anytime after 2PM, 11AM, House, Private room, $20 / night after the first guest, 10%, 10%, Moderate, within an hour,1074359,49,181,Los Angeles,24.5
2, 1,0,1, Anytime after 3PM, 11AM, Apartment, Entire home/apt, No Charge, 0%, 0%, Strict, within an hour,10554784,75,182,Los Angeles,37.5
3, 1,1,2, Anytime after 3PM, 12PM (noon), Loft, Private room, No Charge, 20%, 33%, Moderate, within an hour,580131,160,183,Los Angeles,53.3333333333333
2, 1,1,1, Anytime after 3PM, 12PM (noon), Apartment, Private room, No Charge, 8%, 0%, Strict, within a few hours,6912969,50,184,Los Angeles,25
2, 1,0,1, Anytime after 2PM, 12PM (noon), House, Entire home/apt,, 10%, 20%, Moderate, within an hour,1526496,64,185,Los Angeles,32
1, 1,0,1,,, Apartment, Entire home/apt,,,, Flexible, within a few hours,11459329,109,186,Los Angeles,109
2, 1.5,1,1, Anytime after 3PM, 11AM, House, Private room, No Charge,,, Moderate, within an hour,9810971,75,187,Los Angeles,37.5
2, 1,1,1, Anytime after 2PM, 11AM, House, Entire home/apt, No Charge, 10%, 15%, Strict, within an hour,540472,89,188,Los Angeles,44.5
