Accomodates,Bathroom(s),Bedroom(s),Bed(s),Check.In,Check.Out,Property.Type,Room.Type,Cost.Per.Extra.Person,Weekly.Discount(%),Monthly.Discount(%),Cancellation.Policy,Response.Time,ID,Price,e,City,Price.Per.Indv,Earliest.Check.In
3,1,1,2,3PM,11AM,Apartment,Entire home/apt,$35,10,14,Strict,within an hour,1433917,215,980,sf,71.6666666666667,3PM
5,1,1,3,4PM - 11PM,11AM,House,Private room,$45,unspecified,unspecified,Moderate,within a few hours,10835637,70,981,sf,14,4PM
3,1,1,1,3PM,11AM,Apartment,Entire home/apt,$25,0,0,Flexible,within an hour,7583236,113,983,sf,37.6666666666667,3PM
2,1,1,1,5PM,12PM,Condominium,Entire home/apt,No Charge,0,0,Flexible,within an hour,6092596,34,984,sf,17,5PM
2,1,1,1,12PM,10AM,Apartment,Entire home/apt,No Charge,15,0,Moderate,within a day,6691920,188,985,sf,94,NA
1,1,1,1,3PM,10AM,House,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,13980263,100,986,sf,100,3PM
3,1,1,2,4PM - 10PM,12PM,Apartment,Private room,$15 the first guest,0,0,Moderate,within an hour,12906085,199,987,sf,66.3333333333333,4PM
1,1,1,1,3PM,11AM,House,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,3028924,170,988,sf,170,3PM
1,1,1,1,3PM,12AM,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13139804,97,989,sf,97,3PM
4,1,1,2,3PM,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,unspecified,10943035,155,990,sf,38.75,3PM
2,1,1,1,2PM,11AM,House,Private room,No Charge,0,0,Moderate,within an hour,7348398,100,992,sf,50,2PM
2,1,1,1,2PM,11AM,Apartment,Entire home/apt,unspecified,10,0,Moderate,within an hour,11059383,175,993,sf,87.5,2PM
2,1,1,1,1PM - 10PM,11AM,Apartment,Private room,No Charge,15,20,Strict,within a few hours,7957587,97,994,sf,48.5,1PM
3,1,1,2,5PM,10AM,House,Entire home/apt,$25,20,0,Moderate,within a few hours,1489501,53,995,sf,17.6666666666667,5PM
2,1,1,1,3PM,11AM,Apartment,Entire home/apt,No Charge,0,0,Moderate,within a few hours,3030653,200,996,sf,100,3PM
2,1,1,1,2PM - 2AM,11AM,House,Private room,$20 the first guest,15,30,Moderate,within an hour,1615158,80,997,sf,40,2PM
2,1,1,1,12PM,12PM,Apartment,Private room,$30 the first guest,15,40,Moderate,within an hour,12205354,164,998,sf,82,NA
3,1,1,2,3PM - 12AM,11AM,House,Private room,$42,5,0,Strict,within an hour,6557736,85,999,sf,28.3333333333333,3PM
3,1.5,1,1,3PM,11AM,House,Private room,$50,0,0,Strict,within an hour,6872214,179,1000,sf,59.6666666666667,3PM
4,1,1,1,3PM,12PM,Apartment,Entire home/apt,$10,10,10,Flexible,within an hour,1137038,106,1001,sf,26.5,3PM
2,1,1,1,4PM - 2AM,12PM,Condominium,Private room,No Charge,0,0,Strict,within an hour,1857709,60,1002,sf,30,4PM
6,2,3,3,3PM,11AM,House,Entire home/apt,unspecified,0,0,Strict,within an hour,1033754,95,1003,sf,15.8333333333333,3PM
2,1,1,1,2PM - 12AM,11AM,House,Private room,unspecified,0,33,Strict,within a few hours,8195144,90,1006,sf,45,2PM
4,1,1,2,3PM,11AM,Apartment,Entire home/apt,$20,15,0,Strict,within an hour,5202841,205,1007,sf,51.25,3PM
2,1,1,1,2PM,11AM,House,Private room,No Charge,0,0,Moderate,within an hour,7348398,209,1010,sf,104.5,2PM
2,1,1,1,2PM,11AM,Apartment,Entire home/apt,unspecified,10,0,Moderate,within an hour,11059383,235,1011,sf,117.5,2PM
2,1,1,1,1PM - 10PM,11AM,Apartment,Private room,No Charge,15,20,Strict,within a few hours,7957587,100,1012,sf,50,1PM
3,1,1,2,5PM,10AM,House,Entire home/apt,$25,20,0,Moderate,within a few hours,1489501,103,1013,sf,34.3333333333333,5PM
2,1,1,1,3PM,11AM,Apartment,Entire home/apt,No Charge,0,0,Moderate,within a few hours,3030653,120,1014,sf,60,3PM
2,1,1,1,2PM - 2AM,11AM,House,Private room,$20 the first guest,15,30,Moderate,within an hour,1615158,174,1015,sf,87,2PM
2,1,1,1,12PM,12PM,Apartment,Private room,$30 the first guest,15,40,Moderate,within an hour,12205354,215,1016,sf,107.5,NA
3,1,1,2,3PM - 12AM,11AM,House,Private room,$42,5,0,Strict,within an hour,6557736,70,1017,sf,23.3333333333333,3PM
3,1.5,1,1,3PM,11AM,House,Private room,$50,0,0,Strict,within an hour,6872214,89,1018,sf,29.6666666666667,3PM
4,1,1,1,3PM,12PM,Apartment,Entire home/apt,$10,10,10,Flexible,within an hour,1137038,113,1019,sf,28.25,3PM
2,1,1,1,4PM - 2AM,12PM,Condominium,Private room,No Charge,0,0,Strict,within an hour,1857709,34,1020,sf,17,4PM
6,2,3,3,3PM,11AM,House,Entire home/apt,unspecified,0,0,Strict,within an hour,1033754,188,1021,sf,31.3333333333333,3PM
2,1,1,1,2PM - 12AM,11AM,House,Private room,unspecified,0,33,Strict,within a few hours,8195144,170,1024,sf,85,2PM
4,1,1,2,3PM,11AM,Apartment,Entire home/apt,$20,15,0,Strict,within an hour,5202841,97,1025,sf,24.25,3PM
2,1,0,1,1PM,12PM,Apartment,Entire home/apt,$25 the first guest,unspecified,unspecified,Moderate,unspecified,10864428,100,1028,sf,50,1PM
2,1.5,1,1,3PM,12PM,House,Private room,No Charge,10,unspecified,Flexible,within an hour,14105254,175,1029,sf,87.5,3PM
2,0,1,1,3PM,11AM,Apartment,Private room,No Charge,5,unspecified,Moderate,within an hour,8685943,200,1032,sf,100,3PM
2,1,1,1,3PM,11AM,House,Private room,No Charge,15,20,Strict,within an hour,3416013,179,1036,sf,89.5,3PM
2,1,1,1,1PM - 3PM,12PM,Other,Private room,unspecified,10,20,Strict,within an hour,12583759,60,1038,sf,30,1PM
2,1,1,1,3PM,12PM,House,Private room,No Charge,13,0,Flexible,within a few hours,4533652,95,1039,sf,47.5,3PM
3,1,1,2,2PM - 11PM,2PM,Condominium,Entire home/apt,No Charge,0,0,Flexible,within an hour,13149975,159,1040,sf,53,2PM
2,1,1,1,1PM,4PM,Apartment,Entire home/apt,unspecified,10,unspecified,Moderate,within a few hours,13866235,90,1042,sf,45,1PM
3,1,0,1,1PM,11AM,Apartment,Entire home/apt,$15,5,10,Strict,within an hour,7115191,100,1045,sf,33.3333333333333,1PM
2,1,1,1,2PM,12PM,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,unspecified,14184574,110,1047,sf,55,2PM
2,1.5,1,1,2PM,11AM,Apartment,Private room,unspecified,0,0,Moderate,within an hour,4902729,188,1048,sf,94,2PM
3,1,1,2,3PM - 9PM,11AM,House,Private room,$15,unspecified,unspecified,Moderate,within an hour,13600947,130,1050,sf,43.3333333333333,3PM
1,1,1,1,2PM,11AM,Apartment,Private room,unspecified,0,0,Flexible,within an hour,8799215,120,1051,sf,120,2PM
2,1.5,1,1,1PM - 1AM,11AM,Condominium,Private room,No Charge,unspecified,unspecified,Strict,within a few hours,14051421,34,1053,sf,17,1PM
4,1,2,2,2PM,11AM,Apartment,Entire home/apt,unspecified,unspecified,unspecified,Strict,within an hour,9493932,134,1054,sf,33.5,2PM
2,1,1,1,3PM,11AM,Condominium,Entire home/apt,unspecified,5,19,Strict,within an hour,7222704,90,1055,sf,45,3PM
2,1,1,1,7PM,1PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within an hour,13417633,159,1056,sf,79.5,7PM
1,1,1,1,4PM - 2AM,11AM,Apartment,Private room,unspecified,unspecified,unspecified,Strict,within an hour,10836169,175,1058,sf,175,4PM
2,1,1,1,2PM,11AM,Apartment,Private room,unspecified,0,0,Moderate,within an hour,4902799,179,1059,sf,89.5,2PM
2,1,0,1,2PM,12PM,Apartment,Entire home/apt,No Charge,14,20,Moderate,within an hour,8328410,75,1065,sf,37.5,2PM
2,1,1,1,3PM,11AM,Apartment,Entire home/apt,No Charge,0,0,Strict,within a few hours,8288229,82,1066,sf,41,3PM
2,1,0,1,3PM,12PM,Apartment,Entire home/apt,$25 the first guest,0,33,Strict,unspecified,1520734,105,1068,sf,52.5,3PM
2,1,1,1,4PM,11AM,Apartment,Private room,No Charge,unspecified,unspecified,Moderate,within a few hours,12382918,225,1069,sf,112.5,4PM
3,1,1,2,3PM,11AM,Apartment,Entire home/apt,$35,10,14,Strict,within an hour,1433917,135,1070,sf,45,3PM
5,1,1,3,4PM - 11PM,11AM,House,Private room,$45,unspecified,unspecified,Moderate,within a few hours,10835637,210,1071,sf,42,4PM
3,1,1,1,3PM,11AM,Apartment,Entire home/apt,$25,0,0,Flexible,within an hour,7583236,108,1073,sf,36,3PM
2,1,1,1,5PM,12PM,Condominium,Entire home/apt,No Charge,0,0,Flexible,within an hour,6092596,135,1074,sf,67.5,5PM
2,1,1,1,12PM,10AM,Apartment,Entire home/apt,No Charge,15,0,Moderate,within a day,6691920,96,1075,sf,48,NA
1,1,1,1,3PM,10AM,House,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,13980263,75,1076,sf,75,3PM
3,1,1,2,4PM - 10PM,12PM,Apartment,Private room,$15 the first guest,0,0,Moderate,within an hour,12906085,85,1077,sf,28.3333333333333,4PM
1,1,1,1,3PM,11AM,House,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,3028924,79,1078,sf,79,3PM
1,1,1,1,3PM,12AM,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13139804,100,1079,sf,100,3PM
4,1,1,2,3PM,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,unspecified,10943035,60,1080,sf,15,3PM
2,1,1,1,2PM,11AM,Townhouse,Private room,No Charge,15,25,Moderate,within a few hours,11927254,175,1083,sf,87.5,2PM
2,1,1,1,2PM,11AM,Apartment,Private room,No Charge,0,0,Moderate,within an hour,4885932,97,1084,sf,48.5,2PM
1,2,1,1,3PM,1PM,House,Private room,unspecified,0,0,Moderate,within an hour,997382,200,1086,sf,200,3PM
2,1,1,1,3PM - 2AM,11AM,Apartment,Entire home/apt,unspecified,5,10,Moderate,within an hour,2518781,85,1089,sf,42.5,3PM
2,1,1,1,3PM,1PM,House,Private room,$10 the first guest,0,0,Strict,within an hour,4156390,179,1090,sf,89.5,3PM
4,1,1,2,3PM,11AM,Apartment,Entire home/apt,$20,0,0,Strict,within an hour,6156195,106,1091,sf,26.5,3PM
2,1,1,1,12PM,12PM,House,Private room,No Charge,unspecified,unspecified,Flexible,within a few hours,13893993,60,1092,sf,30,NA
4,1,1,2,3PM,11AM,House,Private room,$15,15,0,Flexible,within a few hours,14090819,159,1094,sf,39.75,3PM
2,1,1,1,2PM - 9PM,12PM,Apartment,Private room,No Charge,0,0,Moderate,within an hour,8697987,250,1095,sf,125,2PM
6,1,3,3,3PM - 2AM,11AM,Apartment,Entire home/apt,unspecified,0,0,Strict,within an hour,13916640,89,1098,sf,14.8333333333333,3PM
2,1,0,1,2PM,12PM,Apartment,Entire home/apt,No Charge,14,20,Moderate,within an hour,8328410,235,1101,sf,117.5,2PM
2,1,1,1,3PM,11AM,Apartment,Entire home/apt,No Charge,0,0,Strict,within a few hours,8288229,100,1102,sf,50,3PM
2,1,0,1,3PM,12PM,Apartment,Entire home/apt,$25 the first guest,0,33,Strict,unspecified,1520734,120,1104,sf,60,3PM
2,1,1,1,4PM,11AM,Apartment,Private room,No Charge,unspecified,unspecified,Moderate,within a few hours,12382918,174,1105,sf,87,4PM
3,1,1,2,3PM,11AM,Apartment,Entire home/apt,$35,10,14,Strict,within an hour,1433917,215,1106,sf,71.6666666666667,3PM
5,1,1,3,4PM - 11PM,11AM,House,Private room,$45,unspecified,unspecified,Moderate,within a few hours,10835637,70,1107,sf,14,4PM
3,1,1,1,3PM,11AM,Apartment,Entire home/apt,$25,0,0,Flexible,within an hour,7583236,113,1109,sf,37.6666666666667,3PM
2,1,1,1,5PM,12PM,Condominium,Entire home/apt,No Charge,0,0,Flexible,within an hour,6092596,34,1110,sf,17,5PM
2,1,1,1,12PM,10AM,Apartment,Entire home/apt,No Charge,15,0,Moderate,within a day,6691920,188,1111,sf,94,NA
1,1,1,1,3PM,10AM,House,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,13980263,100,1112,sf,100,3PM
3,1,1,2,4PM - 10PM,12PM,Apartment,Private room,$15 the first guest,0,0,Moderate,within an hour,12906085,199,1113,sf,66.3333333333333,4PM
1,1,1,1,3PM,11AM,House,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,3028924,170,1114,sf,170,3PM
1,1,1,1,3PM,12AM,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13139804,97,1115,sf,97,3PM
4,1,1,2,3PM,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,unspecified,10943035,155,1116,sf,38.75,3PM
2,1,1,1,2PM,11AM,House,Private room,No Charge,0,0,Moderate,within an hour,7348398,195,1118,sf,97.5,2PM
2,1,1,1,2PM,11AM,Apartment,Entire home/apt,unspecified,10,0,Moderate,within an hour,11059383,110,1119,sf,55,2PM
2,1,1,1,1PM - 10PM,11AM,Apartment,Private room,No Charge,15,20,Strict,within a few hours,7957587,188,1120,sf,94,1PM
3,1,1,2,5PM,10AM,House,Entire home/apt,$25,20,0,Moderate,within a few hours,1489501,67,1121,sf,22.3333333333333,5PM
2,1,1,1,3PM,11AM,Apartment,Entire home/apt,No Charge,0,0,Moderate,within a few hours,3030653,130,1122,sf,65,3PM
2,1,1,1,2PM - 2AM,11AM,House,Private room,$20 the first guest,15,30,Moderate,within an hour,1615158,120,1123,sf,60,2PM
2,1,1,1,12PM,12PM,Apartment,Private room,$30 the first guest,15,40,Moderate,within an hour,12205354,39,1124,sf,19.5,NA
3,1,1,2,3PM - 12AM,11AM,House,Private room,$42,5,0,Strict,within an hour,6557736,34,1125,sf,11.3333333333333,3PM
3,1.5,1,1,3PM,11AM,House,Private room,$50,0,0,Strict,within an hour,6872214,134,1126,sf,44.6666666666667,3PM
4,1,1,1,3PM,12PM,Apartment,Entire home/apt,$10,10,10,Flexible,within an hour,1137038,90,1127,sf,22.5,3PM
2,1,1,1,4PM - 2AM,12PM,Condominium,Private room,No Charge,0,0,Strict,within an hour,1857709,159,1128,sf,79.5,4PM
6,2,3,3,3PM,11AM,House,Entire home/apt,unspecified,0,0,Strict,within an hour,1033754,93,1129,sf,15.5,3PM
2,1,1,1,2PM - 12AM,11AM,House,Private room,unspecified,0,33,Strict,within a few hours,8195144,135,1132,sf,67.5,2PM
4,1,1,2,3PM,11AM,Apartment,Entire home/apt,$20,15,0,Strict,within an hour,5202841,129,1133,sf,32.25,3PM
2,1,1,1,2PM - 10PM,11AM,House,Entire home/apt,No Charge,0,0,Flexible,within a few hours,9340256,160,1135,sf,80,2PM
2,1,1,1,2PM - 1AM,11AM,House,Private room,No Charge,15,30,Moderate,within a few hours,3201323,155,1136,sf,77.5,2PM
2,1,0,1,3PM,11AM,Condominium,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10437411,135,1137,sf,67.5,3PM
2,1,1,1,4PM,11AM,House,Private room,No Charge,0,5,Strict,within a few hours,589676,140,1138,sf,70,4PM
4,1,1,2,3PM,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,unspecified,10943035,95,1139,sf,23.75,3PM
2,1,1,1,5PM - 7PM,11AM,House,Private room,unspecified,10,unspecified,Strict,within a few hours,1633173,99,1140,sf,49.5,5PM
2,1,1,1,2PM,11AM,Apartment,Entire home/apt,$17 the first guest,12,15,Moderate,within an hour,808660,80,1141,sf,40,2PM
4,1,1,2,3PM - 9PM,11AM,House,Private room,No Charge,0,0,Moderate,within a few hours,14031165,50,1142,sf,12.5,3PM
1,2.5,1,1,5PM,11AM,House,Shared room,unspecified,0,0,Strict,within an hour,7345033,130,1143,sf,130,5PM
1,1,1,1,3PM,12AM,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13139804,205,1144,sf,205,3PM
2,1,1,1,3PM,11AM,House,Private room,unspecified,0,10,Strict,within an hour,7227859,300,1145,sf,150,3PM
2,1,1,1,6PM - 10PM,11AM,Apartment,Private room,$20 the first guest,0,0,Flexible,within a few hours,8028929,143,1146,sf,71.5,6PM
2,1,1,1,2PM - 9PM,12PM,Apartment,Private room,No Charge,0,0,Moderate,within an hour,8697987,125,1147,sf,62.5,2PM
2,1,1,1,3PM,11AM,House,Private room,$10 the first guest,5,0,Moderate,within an hour,13127954,98,1148,sf,49,3PM
2,1,1,1,3PM,11AM,Apartment,Entire home/apt,No Charge,0,0,Moderate,within a few hours,8717641,225,1149,sf,112.5,3PM
4,1,0,2,3PM,12PM,Apartment,Entire home/apt,No Charge,0,0,Strict,within a few hours,1684346,185,1150,sf,46.25,3PM
3,1,1,3,4PM,11AM,House,Private room,$25,0,0,Moderate,within an hour,3836052,100,1151,sf,33.3333333333333,4PM
2,1,1,1,3PM,11AM,House,Private room,$20 the first guest,0,0,Moderate,within an hour,4387067,120,1152,sf,60,3PM
2,1,0,1,2PM,12PM,Apartment,Entire home/apt,No Charge,14,20,Moderate,within an hour,8328410,235,1155,sf,117.5,2PM
2,1,1,1,3PM,11AM,Apartment,Entire home/apt,No Charge,0,0,Strict,within a few hours,8288229,100,1156,sf,50,3PM
2,1,0,1,3PM,12PM,Apartment,Entire home/apt,$25 the first guest,0,33,Strict,unspecified,1520734,120,1158,sf,60,3PM
2,1,1,1,4PM,11AM,Apartment,Private room,No Charge,unspecified,unspecified,Moderate,within a few hours,12382918,174,1159,sf,87,4PM
3,1,1,2,3PM,11AM,Apartment,Entire home/apt,$35,10,14,Strict,within an hour,1433917,215,1160,sf,71.6666666666667,3PM
5,1,1,3,4PM - 11PM,11AM,House,Private room,$45,unspecified,unspecified,Moderate,within a few hours,10835637,70,1161,sf,14,4PM
3,1,1,1,3PM,11AM,Apartment,Entire home/apt,$25,0,0,Flexible,within an hour,7583236,113,1163,sf,37.6666666666667,3PM
2,1,1,1,5PM,12PM,Condominium,Entire home/apt,No Charge,0,0,Flexible,within an hour,6092596,34,1164,sf,17,5PM
2,1,1,1,12PM,10AM,Apartment,Entire home/apt,No Charge,15,0,Moderate,within a day,6691920,188,1165,sf,94,NA
1,1,1,1,3PM,10AM,House,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,13980263,100,1166,sf,100,3PM
3,1,1,2,4PM - 10PM,12PM,Apartment,Private room,$15 the first guest,0,0,Moderate,within an hour,12906085,199,1167,sf,66.3333333333333,4PM
1,1,1,1,3PM,11AM,House,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,3028924,170,1168,sf,170,3PM
1,1,1,1,3PM,12AM,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13139804,97,1169,sf,97,3PM
4,1,1,2,3PM,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,unspecified,10943035,155,1170,sf,38.75,3PM
2,1,1,1,2PM - 10PM,11AM,House,Entire home/apt,No Charge,0,0,Flexible,within a few hours,9340256,165,1171,sf,82.5,2PM
2,1,1,1,2PM - 1AM,11AM,House,Private room,No Charge,15,30,Moderate,within a few hours,3201323,120,1172,sf,60,2PM
2,1,0,1,3PM,11AM,Condominium,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10437411,250,1173,sf,125,3PM
2,1,1,1,4PM,11AM,House,Private room,No Charge,0,5,Strict,within a few hours,589676,300,1174,sf,150,4PM
4,1,1,2,3PM,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,unspecified,10943035,89,1175,sf,22.25,3PM
2,1,1,1,5PM - 7PM,11AM,House,Private room,unspecified,10,unspecified,Strict,within a few hours,1633173,200,1176,sf,100,5PM
2,1,1,1,2PM,11AM,Apartment,Entire home/apt,$17 the first guest,12,15,Moderate,within an hour,808660,100,1177,sf,50,2PM
4,1,1,2,3PM - 9PM,11AM,House,Private room,No Charge,0,0,Moderate,within a few hours,14031165,115,1178,sf,28.75,3PM
1,2.5,1,1,5PM,11AM,House,Shared room,unspecified,0,0,Strict,within an hour,7345033,133,1179,sf,133,5PM
1,1,1,1,3PM,12AM,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13139804,80,1180,sf,80,3PM
2,1,1,1,3PM,11AM,House,Private room,unspecified,0,10,Strict,within an hour,7227859,125,1181,sf,62.5,3PM
2,1,1,1,6PM - 10PM,11AM,Apartment,Private room,$20 the first guest,0,0,Flexible,within a few hours,8028929,115,1182,sf,57.5,6PM
2,1,1,1,2PM - 9PM,12PM,Apartment,Private room,No Charge,0,0,Moderate,within an hour,8697987,150,1183,sf,75,2PM
2,1,1,1,3PM,11AM,House,Private room,$10 the first guest,5,0,Moderate,within an hour,13127954,150,1184,sf,75,3PM
2,1,1,1,3PM,11AM,Apartment,Entire home/apt,No Charge,0,0,Moderate,within a few hours,8717641,87,1185,sf,43.5,3PM
4,1,0,2,3PM,12PM,Apartment,Entire home/apt,No Charge,0,0,Strict,within a few hours,1684346,109,1186,sf,27.25,3PM
3,1,1,3,4PM,11AM,House,Private room,$25,0,0,Moderate,within an hour,3836052,65,1187,sf,21.6666666666667,4PM
2,1,1,1,3PM,11AM,House,Private room,$20 the first guest,0,0,Moderate,within an hour,4387067,179,1188,sf,89.5,3PM
2,1,1,1,2PM - 10PM,11AM,House,Entire home/apt,No Charge,0,0,Flexible,within a few hours,9340256,119,1189,sf,59.5,2PM
2,1,1,1,2PM - 1AM,11AM,House,Private room,No Charge,15,30,Moderate,within a few hours,3201323,100,1190,sf,50,2PM
2,1,0,1,3PM,11AM,Condominium,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10437411,175,1191,sf,87.5,3PM
2,1,1,1,4PM,11AM,House,Private room,No Charge,0,5,Strict,within a few hours,589676,97,1192,sf,48.5,4PM
4,1,1,2,3PM,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,unspecified,10943035,53,1193,sf,13.25,3PM
2,1,1,1,5PM - 7PM,11AM,House,Private room,unspecified,10,unspecified,Strict,within a few hours,1633173,200,1194,sf,100,5PM
2,1,1,1,2PM,11AM,Apartment,Entire home/apt,$17 the first guest,12,15,Moderate,within an hour,808660,80,1195,sf,40,2PM
4,1,1,2,3PM - 9PM,11AM,House,Private room,No Charge,0,0,Moderate,within a few hours,14031165,164,1196,sf,41,3PM
1,2.5,1,1,5PM,11AM,House,Shared room,unspecified,0,0,Strict,within an hour,7345033,85,1197,sf,85,5PM
1,1,1,1,3PM,12AM,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13139804,179,1198,sf,179,3PM
2,1,1,1,3PM,11AM,House,Private room,unspecified,0,10,Strict,within an hour,7227859,106,1199,sf,53,3PM
2,1,1,1,6PM - 10PM,11AM,Apartment,Private room,$20 the first guest,0,0,Flexible,within a few hours,8028929,60,1200,sf,30,6PM
2,1,1,1,2PM - 9PM,12PM,Apartment,Private room,No Charge,0,0,Moderate,within an hour,8697987,95,1201,sf,47.5,2PM
2,1,1,1,3PM,11AM,House,Private room,$10 the first guest,5,0,Moderate,within an hour,13127954,159,1202,sf,79.5,3PM
2,1,1,1,3PM,11AM,Apartment,Entire home/apt,No Charge,0,0,Moderate,within a few hours,8717641,250,1203,sf,125,3PM
4,1,0,2,3PM,12PM,Apartment,Entire home/apt,No Charge,0,0,Strict,within a few hours,1684346,90,1204,sf,22.5,3PM
3,1,1,3,4PM,11AM,House,Private room,$25,0,0,Moderate,within an hour,3836052,205,1205,sf,68.3333333333333,4PM
2,1,1,1,3PM,11AM,House,Private room,$20 the first guest,0,0,Moderate,within an hour,4387067,89,1206,sf,44.5,3PM
3,1,0,1,1PM,11AM,Apartment,Entire home/apt,$15,5,10,Strict,within an hour,7115191,207,1207,sf,69,1PM
2,1,1,1,2PM,12PM,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,unspecified,14184574,235,1209,sf,117.5,2PM
2,1.5,1,1,2PM,11AM,Apartment,Private room,unspecified,0,0,Moderate,within an hour,4902729,100,1210,sf,50,2PM
3,1,1,2,3PM - 9PM,11AM,House,Private room,$15,unspecified,unspecified,Moderate,within an hour,13600947,120,1212,sf,40,3PM
1,1,1,1,2PM,11AM,Apartment,Private room,unspecified,0,0,Flexible,within an hour,8799215,174,1213,sf,174,2PM
2,1.5,1,1,1PM - 1AM,11AM,Condominium,Private room,No Charge,unspecified,unspecified,Strict,within a few hours,14051421,70,1215,sf,35,1PM
4,1,2,2,2PM,11AM,Apartment,Entire home/apt,unspecified,unspecified,unspecified,Strict,within an hour,9493932,89,1216,sf,22.25,2PM
2,1,1,1,3PM,11AM,Condominium,Entire home/apt,unspecified,5,19,Strict,within an hour,7222704,113,1217,sf,56.5,3PM
2,1,1,1,7PM,1PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within an hour,13417633,34,1218,sf,17,7PM
1,1,1,1,4PM - 2AM,11AM,Apartment,Private room,unspecified,unspecified,unspecified,Strict,within an hour,10836169,100,1220,sf,100,4PM
2,1,1,1,2PM,11AM,Apartment,Private room,unspecified,0,0,Moderate,within an hour,4902799,199,1221,sf,99.5,2PM
2,1,1,1,2PM,11AM,House,Private room,No Charge,0,0,Moderate,within an hour,7348398,155,1226,sf,77.5,2PM
2,1,1,1,2PM,11AM,Apartment,Entire home/apt,unspecified,10,0,Moderate,within an hour,11059383,135,1227,sf,67.5,2PM
2,1,1,1,1PM - 10PM,11AM,Apartment,Private room,No Charge,15,20,Strict,within a few hours,7957587,140,1228,sf,70,1PM
3,1,1,2,5PM,10AM,House,Entire home/apt,$25,20,0,Moderate,within a few hours,1489501,95,1229,sf,31.6666666666667,5PM
2,1,1,1,3PM,11AM,Apartment,Entire home/apt,No Charge,0,0,Moderate,within a few hours,3030653,99,1230,sf,49.5,3PM
2,1,1,1,2PM - 2AM,11AM,House,Private room,$20 the first guest,15,30,Moderate,within an hour,1615158,80,1231,sf,40,2PM
2,1,1,1,12PM,12PM,Apartment,Private room,$30 the first guest,15,40,Moderate,within an hour,12205354,50,1232,sf,25,NA
3,1,1,2,3PM - 12AM,11AM,House,Private room,$42,5,0,Strict,within an hour,6557736,130,1233,sf,43.3333333333333,3PM
3,1.5,1,1,3PM,11AM,House,Private room,$50,0,0,Strict,within an hour,6872214,205,1234,sf,68.3333333333333,3PM
4,1,1,1,3PM,12PM,Apartment,Entire home/apt,$10,10,10,Flexible,within an hour,1137038,300,1235,sf,75,3PM
2,1,1,1,4PM - 2AM,12PM,Condominium,Private room,No Charge,0,0,Strict,within an hour,1857709,143,1236,sf,71.5,4PM
6,2,3,3,3PM,11AM,House,Entire home/apt,unspecified,0,0,Strict,within an hour,1033754,125,1237,sf,20.8333333333333,3PM
2,1,1,1,2PM - 12AM,11AM,House,Private room,unspecified,0,33,Strict,within a few hours,8195144,185,1240,sf,92.5,2PM
4,1,1,2,3PM,11AM,Apartment,Entire home/apt,$20,15,0,Strict,within an hour,5202841,100,1241,sf,25,3PM
2,1,1,1,2PM - 10PM,11AM,House,Entire home/apt,No Charge,0,0,Flexible,within a few hours,9340256,100,1243,sf,50,2PM
2,1,1,1,2PM - 1AM,11AM,House,Private room,No Charge,15,30,Moderate,within a few hours,3201323,195,1244,sf,97.5,2PM
2,1,0,1,3PM,11AM,Condominium,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10437411,110,1245,sf,55,3PM
2,1,1,1,4PM,11AM,House,Private room,No Charge,0,5,Strict,within a few hours,589676,188,1246,sf,94,4PM
4,1,1,2,3PM,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,unspecified,10943035,67,1247,sf,16.75,3PM
