Accomodates,Bathroom(s),Bedroom(s),Bed(s),Check.In,Check.Out,Property.Type,Room.Type,Cost.Per.Extra.Person,Weekly.Discount(%),Monthly.Discount(%),Cancellation.Policy,Response.Time,ID,Price,e,City,Price.Per.Indv,Earliest.Check.In
1,1,1,1,unspecified,unspecified,Apartment,Shared room,unspecified,0,0,Flexible,within a day,8066555,72,1386,ny,72,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,12864499,55,1389,ny,13.75,Unspecified
2,1,1,1,unspecified,3PM,Apartment,Entire home/apt,unspecified,3,15,Strict,within a few hours,9531442,170,1390,ny,42.5,Unspecified
2,1,2,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,within an hour,14010544,100,1394,ny,25,Unspecified
2,2,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Moderate,within a few hours,2284027,425,1395,ny,106.25,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$5 the first guest,0,0,Flexible,within an hour,13894166,122,1397,ny,30.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,15,40,Flexible,within an hour,13360231,100,1402,ny,25,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,15,30,Strict,within a few hours,1124012,42,1405,ny,10.5,Unspecified
2,1,1,1,unspecified,12PM,Apartment,Private room,unspecified,0,0,Moderate,within an hour,7918355,73,1408,ny,18.25,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,15,Flexible,within an hour,9132760,35,1412,ny,8.75,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Strict,within an hour,8984484,59,1413,ny,59,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10729801,425,1414,ny,106.25,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$20,0,0,Moderate,within an hour,4143937,42,1417,ny,8.4,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,13912003,18,1420,ny,18,Unspecified
1,1.5,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,31,Flexible,within a few hours,13795455,135,1421,ny,135,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,5,10,Moderate,within an hour,7824945,65,1422,ny,65,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,12864499,45,1426,ny,11.25,Unspecified
2,1,1,1,unspecified,3PM,Apartment,Entire home/apt,unspecified,3,15,Strict,within a few hours,9531442,120,1427,ny,30,Unspecified
2,1,2,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,within an hour,14010544,125,1431,ny,31.25,Unspecified
2,2,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Moderate,within a few hours,2284027,35,1432,ny,8.75,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$5 the first guest,0,0,Flexible,within an hour,13894166,425,1434,ny,106.25,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,15,40,Flexible,within an hour,13360231,10,1439,ny,2.5,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,12864499,120,1443,ny,30,Unspecified
2,1,1,1,unspecified,3PM,Apartment,Entire home/apt,unspecified,3,15,Strict,within a few hours,9531442,73,1444,ny,18.25,Unspecified
2,1,2,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,within an hour,14010544,35,1448,ny,8.75,Unspecified
2,2,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Moderate,within a few hours,2284027,59,1449,ny,14.75,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$5 the first guest,0,0,Flexible,within an hour,13894166,50,1451,ny,12.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,15,40,Flexible,within an hour,13360231,18,1456,ny,4.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,9653522,58,1470,ny,14.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,24,0,Flexible,within an hour,9280902,200,1471,ny,50,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13952443,49,1473,ny,49,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,30,Flexible,within an hour,12336668,100,1474,ny,25,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,0,0,Flexible,within an hour,8033609,119,1476,ny,29.75,Unspecified
2,1,1,1,unspecified,12PM,Apartment,Private room,unspecified,0,0,Moderate,within an hour,7918355,45,1479,ny,11.25,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,15,Flexible,within an hour,9132760,125,1483,ny,31.25,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Strict,within an hour,8984484,125,1484,ny,125,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10729801,35,1485,ny,8.75,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$20,0,0,Moderate,within an hour,4143937,50,1488,ny,10,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,13912003,65,1491,ny,65,Unspecified
1,1.5,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,31,Flexible,within a few hours,13795455,10,1492,ny,10,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,5,10,Moderate,within an hour,7824945,18,1493,ny,18,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,9653522,85,1506,ny,21.25,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,24,0,Flexible,within an hour,9280902,42,1507,ny,10.5,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13952443,10,1509,ny,10,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,30,Flexible,within an hour,12336668,18,1510,ny,4.5,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,0,0,Flexible,within an hour,8033609,65,1512,ny,16.25,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,9653522,90,1523,ny,22.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,24,0,Flexible,within an hour,9280902,225,1524,ny,56.25,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13952443,155,1526,ny,155,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,30,Flexible,within an hour,12336668,35,1527,ny,8.75,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,0,0,Flexible,within an hour,8033609,72,1529,ny,18,Unspecified
2,1,1,2,unspecified,unspecified,Apartment,Private room,$25 the first guest,0,20,Flexible,within an hour,10250621,119,1530,ny,29.75,Unspecified
3,1,1,2,unspecified,unspecified,Bed & Breakfast,Private room,No Charge,0,unspecified,Flexible,within an hour,11219289,82,1531,ny,16.4,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Flexible,unspecified,7857897,50,1535,ny,50,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,0,0,Flexible,within an hour,13916830,80,1537,ny,20,Unspecified
2,1,2,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,within an hour,14010544,59,1543,ny,14.75,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,14114199,125,1547,ny,25,Unspecified
6,4,3,5,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within a day,12885815,35,1548,ny,5,Unspecified
2,1,1,1,unspecified,12PM,Apartment,Private room,unspecified,0,0,Moderate,within an hour,7918355,45,1551,ny,11.25,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,15,Flexible,within an hour,9132760,170,1555,ny,42.5,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Strict,within an hour,8984484,160,1556,ny,160,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10729801,25,1557,ny,6.25,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$20,0,0,Moderate,within an hour,4143937,425,1560,ny,85,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,13912003,58,1563,ny,58,Unspecified
1,1.5,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,31,Flexible,within a few hours,13795455,200,1564,ny,200,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,5,10,Moderate,within an hour,7824945,125,1565,ny,125,Unspecified
2,1,1,1,unspecified,12PM,Apartment,Private room,unspecified,0,0,Moderate,within an hour,7918355,139,1569,ny,34.75,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,15,Flexible,within an hour,9132760,80,1573,ny,20,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Strict,within an hour,8984484,130,1574,ny,130,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10729801,80,1575,ny,20,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$20,0,0,Moderate,within an hour,4143937,41,1578,ny,8.2,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,13912003,50,1581,ny,50,Unspecified
1,1.5,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,31,Flexible,within a few hours,13795455,88,1582,ny,88,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,5,10,Moderate,within an hour,7824945,125,1583,ny,125,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,12864499,45,1589,ny,11.25,Unspecified
2,1,1,1,unspecified,3PM,Apartment,Entire home/apt,unspecified,3,15,Strict,within a few hours,9531442,120,1590,ny,30,Unspecified
2,1,2,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,within an hour,14010544,125,1594,ny,31.25,Unspecified
2,2,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Moderate,within a few hours,2284027,35,1595,ny,8.75,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$5 the first guest,0,0,Flexible,within an hour,13894166,425,1597,ny,106.25,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,15,40,Flexible,within an hour,13360231,10,1602,ny,2.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,15,30,Strict,within a few hours,1124012,70,1603,ny,17.5,Unspecified
2,1,1,1,unspecified,12PM,Apartment,Private room,unspecified,0,0,Moderate,within an hour,7918355,45,1606,ny,11.25,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,15,Flexible,within an hour,9132760,125,1610,ny,31.25,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Strict,within an hour,8984484,125,1611,ny,125,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10729801,35,1612,ny,8.75,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$20,0,0,Moderate,within an hour,4143937,50,1615,ny,10,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,13912003,65,1618,ny,65,Unspecified
1,1.5,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,31,Flexible,within a few hours,13795455,10,1619,ny,10,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,5,10,Moderate,within an hour,7824945,18,1620,ny,18,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Flexible,unspecified,7857897,99,1624,ny,99,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,0,0,Flexible,within an hour,13916830,215,1626,ny,53.75,Unspecified
2,1,2,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,within an hour,14010544,41,1632,ny,10.25,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,14114199,88,1636,ny,17.6,Unspecified
6,4,3,5,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within a day,12885815,125,1637,ny,17.8571428571429,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Shared room,unspecified,0,0,Flexible,within a day,8066555,35,1638,ny,35,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,12864499,270,1643,ny,67.5,Unspecified
2,1,1,1,unspecified,3PM,Apartment,Entire home/apt,unspecified,3,15,Strict,within a few hours,9531442,115,1644,ny,28.75,Unspecified
2,1,2,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,within an hour,14010544,125,1648,ny,31.25,Unspecified
2,2,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Moderate,within a few hours,2284027,90,1649,ny,22.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$5 the first guest,0,0,Flexible,within an hour,13894166,98,1651,ny,24.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,15,40,Flexible,within an hour,13360231,119,1656,ny,29.75,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,9653522,65,1667,ny,16.25,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,24,0,Flexible,within an hour,9280902,122,1668,ny,30.5,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13952443,200,1670,ny,200,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,30,Flexible,within an hour,12336668,125,1671,ny,31.25,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,0,0,Flexible,within an hour,8033609,100,1673,ny,25,Unspecified
2,1,1,2,unspecified,unspecified,Apartment,Private room,$25 the first guest,0,20,Flexible,within an hour,10250621,60,1674,ny,15,Unspecified
2,1,0,1,unspecified,unspecified,Condominium,Entire home/apt,No Charge,29,51,Strict,within an hour,9367472,70,1675,ny,17.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,9653522,50,1687,ny,12.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,24,0,Flexible,within an hour,9280902,85,1688,ny,21.25,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13952443,65,1690,ny,65,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,30,Flexible,within an hour,12336668,10,1691,ny,2.5,Unspecified
2,1,1,1,unspecified,12PM,Apartment,Private room,unspecified,0,0,Moderate,within an hour,7918355,55,1695,ny,13.75,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,15,Flexible,within an hour,9132760,175,1699,ny,43.75,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Strict,within an hour,8984484,145,1700,ny,145,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10729801,95,1701,ny,23.75,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$20,0,0,Moderate,within an hour,4143937,225,1704,ny,45,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,13912003,35,1707,ny,35,Unspecified
1,1.5,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,31,Flexible,within a few hours,13795455,80,1708,ny,80,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,5,10,Moderate,within an hour,7824945,72,1709,ny,72,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,12864499,55,1713,ny,13.75,Unspecified
2,1,1,1,unspecified,3PM,Apartment,Entire home/apt,unspecified,3,15,Strict,within a few hours,9531442,56,1714,ny,14,Unspecified
2,1,2,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,within an hour,14010544,145,1718,ny,36.25,Unspecified
2,2,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Moderate,within a few hours,2284027,95,1719,ny,23.75,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$5 the first guest,0,0,Flexible,within an hour,13894166,90,1721,ny,22.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,15,40,Flexible,within an hour,13360231,80,1726,ny,20,Unspecified
2,1,1,1,unspecified,12PM,Apartment,Private room,unspecified,0,0,Moderate,within an hour,7918355,95,1730,ny,23.75,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,15,Flexible,within an hour,9132760,99,1734,ny,24.75,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Strict,within an hour,8984484,50,1735,ny,50,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10729801,215,1736,ny,53.75,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$20,0,0,Moderate,within an hour,4143937,80,1739,ny,16,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,13912003,41,1742,ny,41,Unspecified
1,1.5,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,31,Flexible,within a few hours,13795455,59,1743,ny,59,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,5,10,Moderate,within an hour,7824945,55,1744,ny,55,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,9653522,122,1758,ny,30.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,24,0,Flexible,within an hour,9280902,58,1759,ny,14.5,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Shared room,unspecified,unspecified,unspecified,Flexible,within an hour,13952443,125,1761,ny,125,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,30,Flexible,within an hour,12336668,49,1762,ny,12.25,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,0,0,Flexible,within an hour,8033609,60,1764,ny,15,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Flexible,unspecified,7857897,28,1766,ny,28,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,0,0,Flexible,within an hour,13916830,55,1768,ny,13.75,Unspecified
2,1,2,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,within an hour,14010544,95,1774,ny,23.75,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,14114199,98,1778,ny,19.6,Unspecified
6,4,3,5,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within a day,12885815,155,1779,ny,22.1428571428571,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Shared room,unspecified,0,0,Flexible,within a day,8066555,35,1780,ny,35,Unspecified
2,2,1,1,unspecified,12PM,Apartment,Private room,unspecified,0,0,Moderate,within a few hours,3311412,72,1782,ny,18,Unspecified
2,1,0,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,12864499,50,1788,ny,12.5,Unspecified
2,1,1,1,unspecified,3PM,Apartment,Entire home/apt,unspecified,3,15,Strict,within a few hours,9531442,215,1789,ny,53.75,Unspecified
2,1,2,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,within an hour,14010544,139,1793,ny,34.75,Unspecified
2,2,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Moderate,within a few hours,2284027,90,1794,ny,22.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$5 the first guest,0,0,Flexible,within an hour,13894166,59,1796,ny,14.75,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within a few hours,11513731,150,6,la,75,Unspecified
2,2,1,1,unspecified,unspecified,Apartment,Private room,No Charge,21,50,Flexible,within an hour,14002002,50,8,la,25,Unspecified
1,0,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,12406971,36,21,la,36,Unspecified
3,1.5,1,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within a day,13996889,86,25,la,28.6666666666667,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Shared room,No Charge,8,12,Flexible,within an hour,12092399,45,29,la,22.5,Unspecified
2,1,1,1,unspecified,unspecified,House,Private room,No Charge,0,0,Strict,within an hour,8618551,135,30,la,67.5,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,13514696,63,33,la,31.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within an hour,13128405,160,34,la,80,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within an hour,13128405,45,40,la,22.5,Unspecified
2,1,1,1,unspecified,unspecified,Townhouse,Private room,No Charge,unspecified,15,Flexible,within an hour,13954588,75,47,la,37.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$20 the first guest,0,0,Moderate,within an hour,1663953,99,48,la,49.5,Unspecified
2,1,1,2,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within an hour,13682291,111,54,la,55.5,Unspecified
4,1,1,1,unspecified,unspecified,Apartment,Private room,$25,10,10,Moderate,within an hour,10747461,49,56,la,12.25,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,13514696,30,62,la,15,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,15,30,Flexible,within a few hours,12203030,80,73,la,40,Unspecified
2,1.5,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,25,Moderate,within a few hours,13902498,57,79,la,28.5,Unspecified
1,0.5,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Strict,within an hour,12272602,48,84,la,48,Unspecified
1,1,1,1,unspecified,unspecified,House,Private room,unspecified,10,38,Flexible,within a few hours,13958307,75,88,la,75,Unspecified
2,2,1,1,unspecified,unspecified,Apartment,Private room,No Charge,21,50,Flexible,within an hour,14002002,45,92,la,22.5,Unspecified
2,1,1,1,unspecified,12PM,House,Private room,No Charge,0,0,Moderate,within an hour,13774654,57,96,la,28.5,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,10,0,Moderate,within an hour,6677068,85,99,la,42.5,Unspecified
2,1,1,1,unspecified,2PM,House,Private room,$10 the first guest,2,0,Flexible,within an hour,1308434,30,103,la,15,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Flexible,within a few hours,13625891,79,116,la,79,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,6304736,65,119,la,32.5,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,10,0,Moderate,within an hour,6677068,105,120,la,52.5,Unspecified
2,2,1,1,unspecified,12PM,Apartment,Private room,No Charge,0,5,Strict,within an hour,12157128,50,122,la,25,Unspecified
2,1,1,2,unspecified,unspecified,House,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,12156285,79,125,la,39.5,Unspecified
1,1,1,1,unspecified,unspecified,House,Private room,unspecified,10,38,Flexible,within a few hours,13946606,115,135,la,115,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Flexible,within a day,13229965,45,140,la,22.5,Unspecified
1,1,1,1,unspecified,unspecified,House,Private room,unspecified,15,35,Flexible,within a few hours,10887474,65,146,la,65,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,8,30,Strict,within a few hours,3104167,199,153,la,99.5,Unspecified
2,1.5,1,1,unspecified,unspecified,Condominium,Entire home/apt,No Charge,10,0,Flexible,within an hour,13811638,62,154,la,31,Unspecified
1,0,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Moderate,within an hour,12406971,95,156,la,95,Unspecified
1,1,1,1,unspecified,unspecified,Condominium,Private room,unspecified,0,1,Flexible,within an hour,4116697,87,158,la,87,Unspecified
2,1,1,1,unspecified,unspecified,House,Private room,No Charge,10,20,Flexible,within an hour,4492014,129,163,la,64.5,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$10 the first guest,10,15,Strict,within an hour,11907915,112,166,la,56,Unspecified
2,1,1,1,unspecified,unspecified,House,Entire home/apt,No Charge,0,0,Flexible,within a few hours,11463528,120,169,la,60,Unspecified
2,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within a few hours,13981958,99,176,la,49.5,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,13762568,118,178,la,39.3333333333333,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within a few hours,13675796,79,180,la,39.5,Unspecified
1,1,0,1,unspecified,unspecified,Apartment,Entire home/apt,unspecified,unspecified,unspecified,Flexible,within a few hours,11459329,109,186,la,109,Unspecified
1,0.5,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Strict,within an hour,12272602,80,194,la,80,Unspecified
2,1,1,1,unspecified,unspecified,House,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,12989018,70,200,la,35,Unspecified
2,2,1,1,unspecified,unspecified,Apartment,Private room,unspecified,5,15,Moderate,within an hour,13797257,48,208,la,24,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Strict,within an hour,10997035,90,214,la,90,Unspecified
1,1,1,1,unspecified,unspecified,House,Private room,unspecified,unspecified,unspecified,Flexible,within a few hours,9795877,75,217,la,75,Unspecified
