Price,Room.Type,City,Bed(s),Property.Form,Avg
115,Private room,sf,2,airbnb,125.633858267717
133,Shared room,sf,1,airbnb,130.128187456926
80,Shared room,sf,1,airbnb,130.128187456926
125,Private room,sf,1,airbnb,130.128187456926
115,Private room,sf,1,airbnb,130.128187456926
150,Private room,sf,1,airbnb,130.128187456926
150,Private room,sf,1,airbnb,130.128187456926
87,Entire home/apt,sf,1,airbnb,130.128187456926
109,Entire home/apt,sf,2,airbnb,125.633858267717
179,Private room,sf,1,airbnb,130.128187456926
175,Entire home/apt,sf,1,airbnb,130.128187456926
97,Private room,sf,1,airbnb,130.128187456926
80,Private room,sf,1,airbnb,130.128187456926
106,Private room,sf,1,airbnb,130.128187456926
95,Private room,sf,1,airbnb,130.128187456926
159,Private room,sf,1,airbnb,130.128187456926
250,Entire home/apt,sf,2,airbnb,125.633858267717
205,Entire home/apt,sf,1,airbnb,130.128187456926
119,Entire home/apt,sf,1,airbnb,130.128187456926
97,Entire home/apt,sf,1,airbnb,130.128187456926
53,Entire home/apt,sf,1,airbnb,130.128187456926
80,Entire home/apt,sf,1,airbnb,130.128187456926
164,Private room,sf,1,airbnb,130.128187456926
85,Entire home/apt,sf,2,airbnb,125.633858267717
60,Entire home/apt,sf,1,airbnb,130.128187456926
95,Entire home/apt,sf,1,airbnb,130.128187456926
159,Entire home/apt,sf,1,airbnb,130.128187456926
250,Private room,sf,1,airbnb,130.128187456926
90,Private room,sf,2,airbnb,125.633858267717
205,Private room,sf,1,airbnb,130.128187456926
89,Shared room,sf,1,airbnb,130.128187456926
110,Private room,sf,1,airbnb,130.128187456926
188,Private room,sf,1,airbnb,130.128187456926
130,Private room,sf,1,airbnb,130.128187456926
34,Entire home/apt,sf,1,airbnb,130.128187456926
134,Private room,sf,1,airbnb,130.128187456926
90,Entire home/apt,sf,2,airbnb,125.633858267717
159,Private room,sf,1,airbnb,130.128187456926
175,Private room,sf,2,airbnb,125.633858267717
179,Private room,sf,1,airbnb,130.128187456926
155,Private room,sf,1,airbnb,130.128187456926
135,Entire home/apt,sf,1,airbnb,130.128187456926
140,Private room,sf,1,airbnb,130.128187456926
95,Entire home/apt,sf,2,airbnb,125.633858267717
99,Entire home/apt,sf,1,airbnb,130.128187456926
80,Private room,sf,1,airbnb,130.128187456926
50,Private room,sf,1,airbnb,130.128187456926
130,Private room,sf,2,airbnb,125.633858267717
205,Private room,sf,1,airbnb,130.128187456926
300,Entire home/apt,sf,1,airbnb,130.128187456926
143,Private room,sf,1,airbnb,130.128187456926
185,Private room,sf,1,airbnb,130.128187456926
100,Entire home/apt,sf,2,airbnb,125.633858267717
100,Entire home/apt,sf,1,airbnb,130.128187456926
110,Private room,sf,1,airbnb,130.128187456926
188,Private room,sf,1,airbnb,130.128187456926
130,Private room,sf,2,airbnb,125.633858267717
120,Private room,sf,1,airbnb,130.128187456926
34,Private room,sf,1,airbnb,130.128187456926
134,Entire home/apt,sf,2,airbnb,125.633858267717
90,Entire home/apt,sf,1,airbnb,130.128187456926
159,Entire home/apt,sf,1,airbnb,130.128187456926
175,Private room,sf,1,airbnb,130.128187456926
179,Private room,sf,1,airbnb,130.128187456926
119,Entire home/apt,sf,1,airbnb,130.128187456926
97,Entire home/apt,sf,1,airbnb,130.128187456926
53,Entire home/apt,sf,1,airbnb,130.128187456926
80,Entire home/apt,sf,1,airbnb,130.128187456926
164,Private room,sf,1,airbnb,130.128187456926
85,Entire home/apt,sf,2,airbnb,125.633858267717
60,Entire home/apt,sf,1,airbnb,130.128187456926
95,Entire home/apt,sf,1,airbnb,130.128187456926
159,Entire home/apt,sf,1,airbnb,130.128187456926
250,Private room,sf,1,airbnb,130.128187456926
90,Private room,sf,2,airbnb,125.633858267717
205,Private room,sf,1,airbnb,130.128187456926
89,Shared room,sf,1,airbnb,130.128187456926
82,Private room,sf,1,airbnb,130.128187456926
80,Private room,sf,1,airbnb,130.128187456926
225,Private room,sf,1,airbnb,130.128187456926
105,Entire home/apt,sf,1,airbnb,130.128187456926
108,Private room,sf,1,airbnb,130.128187456926
135,Entire home/apt,sf,2,airbnb,125.633858267717
96,Private room,sf,1,airbnb,130.128187456926
85,Private room,sf,2,airbnb,125.633858267717
79,Private room,sf,1,airbnb,130.128187456926
95,Private room,sf,1,airbnb,130.128187456926
75,Entire home/apt,sf,1,airbnb,130.128187456926
80,Private room,sf,1,airbnb,130.128187456926
105,Private room,sf,1,airbnb,130.128187456926
135,Private room,sf,2,airbnb,125.633858267717
210,Private room,sf,1,airbnb,130.128187456926
108,Private room,sf,1,airbnb,130.128187456926
135,Entire home/apt,sf,2,airbnb,125.633858267717
96,Entire home/apt,sf,1,airbnb,130.128187456926
75,Entire home/apt,sf,1,airbnb,130.128187456926
79,Private room,sf,1,airbnb,130.128187456926
100,Private room,sf,1,airbnb,130.128187456926
100,Entire home/apt,sf,1,airbnb,130.128187456926
110,Private room,sf,1,airbnb,130.128187456926
188,Private room,sf,1,airbnb,130.128187456926
130,Private room,sf,2,airbnb,125.633858267717
120,Private room,sf,1,airbnb,130.128187456926
34,Private room,sf,1,airbnb,130.128187456926
134,Entire home/apt,sf,2,airbnb,125.633858267717
90,Entire home/apt,sf,1,airbnb,130.128187456926
159,Entire home/apt,sf,1,airbnb,130.128187456926
175,Private room,sf,1,airbnb,130.128187456926
179,Private room,sf,1,airbnb,130.128187456926
99,Private room,nyc,2,airbnb,110.985865724382
399,Private room,nyc,2,airbnb,110.985865724382
199,Private room,nyc,1,airbnb,102.707765667575
179,Entire home/apt,nyc,1,airbnb,102.707765667575
159,Entire home/apt,nyc,1,airbnb,102.707765667575
89,Private room,nyc,1,airbnb,102.707765667575
50,Private room,nyc,2,airbnb,110.985865724382
89,Entire home/apt,nyc,2,airbnb,110.985865724382
90,Entire home/apt,nyc,2,airbnb,110.985865724382
69,Entire home/apt,nyc,2,airbnb,110.985865724382
49,Entire home/apt,nyc,2,airbnb,110.985865724382
85,Entire home/apt,nyc,1,airbnb,102.707765667575
115,Entire home/apt,nyc,2,airbnb,110.985865724382
90,Entire home/apt,nyc,1,airbnb,102.707765667575
30,Shared room,nyc,1,airbnb,102.707765667575
98,Private room,nyc,2,airbnb,110.985865724382
70,Entire home/apt,nyc,1,airbnb,102.707765667575
40,Private room,nyc,1,airbnb,102.707765667575
165,Entire home/apt,nyc,1,airbnb,102.707765667575
145,Entire home/apt,nyc,1,airbnb,102.707765667575
58,Private room,nyc,1,airbnb,102.707765667575
50,Private room,nyc,1,airbnb,102.707765667575
150,Entire home/apt,nyc,1,airbnb,102.707765667575
65,Private room,nyc,1,airbnb,102.707765667575
57,Private room,nyc,1,airbnb,102.707765667575
70,Private room,nyc,1,airbnb,102.707765667575
82,Private room,nyc,1,airbnb,102.707765667575
70,Private room,nyc,1,airbnb,102.707765667575
105,Private room,nyc,1,airbnb,102.707765667575
139,Entire home/apt,nyc,1,airbnb,102.707765667575
88,Private room,nyc,1,airbnb,102.707765667575
79,Entire home/apt,nyc,2,airbnb,110.985865724382
45,Entire home/apt,nyc,1,airbnb,102.707765667575
125,Entire home/apt,nyc,2,airbnb,110.985865724382
90,Shared room,nyc,1,airbnb,102.707765667575
125,Private room,nyc,1,airbnb,102.707765667575
80,Entire home/apt,nyc,1,airbnb,102.707765667575
58,Entire home/apt,nyc,1,airbnb,102.707765667575
65,Entire home/apt,nyc,1,airbnb,102.707765667575
150,Private room,nyc,1,airbnb,102.707765667575
110,Private room,nyc,1,airbnb,102.707765667575
90,Entire home/apt,nyc,1,airbnb,102.707765667575
85,Entire home/apt,nyc,1,airbnb,102.707765667575
133,Private room,nyc,1,airbnb,102.707765667575
65,Entire home/apt,nyc,1,airbnb,102.707765667575
99,Private room,nyc,1,airbnb,102.707765667575
55,Private room,nyc,1,airbnb,102.707765667575
60,Private room,nyc,1,airbnb,102.707765667575
25,Entire home/apt,nyc,1,airbnb,102.707765667575
85,Private room,nyc,1,airbnb,102.707765667575
150,Private room,nyc,2,airbnb,110.985865724382
75,Private room,nyc,1,airbnb,102.707765667575
80,Entire home/apt,nyc,2,airbnb,110.985865724382
64,Entire home/apt,nyc,1,airbnb,102.707765667575
30,Entire home/apt,nyc,2,airbnb,110.985865724382
100,Private room,nyc,1,airbnb,102.707765667575
150,Private room,nyc,2,airbnb,110.985865724382
70,Private room,nyc,1,airbnb,102.707765667575
150,Entire home/apt,nyc,1,airbnb,102.707765667575
350,Shared room,nyc,1,airbnb,102.707765667575
225,Private room,nyc,1,airbnb,102.707765667575
70,Private room,nyc,1,airbnb,102.707765667575
175,Private room,nyc,1,airbnb,102.707765667575
49,Entire home/apt,nyc,1,airbnb,102.707765667575
120,Entire home/apt,nyc,1,airbnb,102.707765667575
90,Entire home/apt,nyc,1,airbnb,102.707765667575
115,Private room,nyc,1,airbnb,102.707765667575
160,Entire home/apt,nyc,1,airbnb,102.707765667575
125,Entire home/apt,nyc,2,airbnb,110.985865724382
125,Entire home/apt,nyc,1,airbnb,102.707765667575
25,Entire home/apt,nyc,1,airbnb,102.707765667575
34,Private room,nyc,1,airbnb,102.707765667575
45,Private room,nyc,1,airbnb,102.707765667575
95,Private room,nyc,1,airbnb,102.707765667575
119,Entire home/apt,nyc,1,airbnb,102.707765667575
82,Entire home/apt,nyc,1,airbnb,102.707765667575
70,Private room,nyc,1,airbnb,102.707765667575
50,Entire home/apt,nyc,1,airbnb,102.707765667575
65,Private room,nyc,1,airbnb,102.707765667575
59,Private room,nyc,1,airbnb,102.707765667575
70,Private room,nyc,1,airbnb,102.707765667575
135,Private room,nyc,1,airbnb,102.707765667575
50,Private room,nyc,1,airbnb,102.707765667575
100,Entire home/apt,nyc,1,airbnb,102.707765667575
34,Entire home/apt,nyc,1,airbnb,102.707765667575
114,Private room,nyc,1,airbnb,102.707765667575
45,Private room,nyc,2,airbnb,110.985865724382
50,Private room,nyc,1,airbnb,102.707765667575
150,Shared room,nyc,2,airbnb,110.985865724382
80,Private room,nyc,1,airbnb,102.707765667575
60,Entire home/apt,nyc,1,airbnb,102.707765667575
105,Private room,nyc,1,airbnb,102.707765667575
140,Shared room,nyc,1,airbnb,102.707765667575
115,Entire home/apt,nyc,1,airbnb,102.707765667575
127,Entire home/apt,nyc,2,airbnb,110.985865724382
169,Entire home/apt,nyc,1,airbnb,102.707765667575
100,Entire home/apt,nyc,1,airbnb,102.707765667575
88,Entire home/apt,nyc,2,airbnb,110.985865724382
85,Private room,nyc,1,airbnb,102.707765667575
41,Private room,nyc,1,airbnb,102.707765667575
30,Shared room,nyc,2,airbnb,110.985865724382
65,Private room,nyc,1,airbnb,102.707765667575
75,Entire home/apt,nyc,1,airbnb,102.707765667575
60,Shared room,nyc,1,airbnb,102.707765667575
140,Private room,nyc,1,airbnb,102.707765667575
500,Private room,nyc,1,airbnb,102.707765667575
50,Private room,nyc,1,airbnb,102.707765667575
85,Private room,nyc,1,airbnb,102.707765667575
98,Private room,nyc,1,airbnb,102.707765667575
79,Private room,nyc,1,airbnb,102.707765667575
40,Private room,nyc,1,airbnb,102.707765667575
79,Private room,nyc,1,airbnb,102.707765667575
68,Private room,nyc,1,airbnb,102.707765667575
125,Entire home/apt,nyc,1,airbnb,102.707765667575
35,Private room,nyc,1,airbnb,102.707765667575
125,Private room,nyc,1,airbnb,102.707765667575
55,Private room,nyc,1,airbnb,102.707765667575
50,Private room,nyc,1,airbnb,102.707765667575
110,Private room,nyc,2,airbnb,110.985865724382
125,Entire home/apt,nyc,1,airbnb,102.707765667575
60,Private room,nyc,1,airbnb,102.707765667575
70,Private room,nyc,1,airbnb,102.707765667575
80,Entire home/apt,nyc,1,airbnb,102.707765667575
135,Entire home/apt,nyc,1,airbnb,102.707765667575
75,Entire home/apt,nyc,1,airbnb,102.707765667575
72,Private room,nyc,1,airbnb,102.707765667575
70,Private room,nyc,1,airbnb,102.707765667575
81,Private room,nyc,1,airbnb,102.707765667575
60,Private room,nyc,1,airbnb,102.707765667575
119,Entire home/apt,nyc,2,airbnb,110.985865724382
25,Entire home/apt,nyc,2,airbnb,110.985865724382
129,Private room,nyc,2,airbnb,110.985865724382
109,Private room,nyc,2,airbnb,110.985865724382
60,Entire home/apt,nyc,1,airbnb,102.707765667575
60,Entire home/apt,nyc,1,airbnb,102.707765667575
70,Entire home/apt,nyc,1,airbnb,102.707765667575
70,Private room,nyc,1,airbnb,102.707765667575
42,Private room,nyc,1,airbnb,102.707765667575
120,Entire home/apt,nyc,1,airbnb,102.707765667575
185,Private room,nyc,1,airbnb,102.707765667575
170,Private room,nyc,1,airbnb,102.707765667575
25,Entire home/apt,nyc,1,airbnb,102.707765667575
41,Entire home/apt,nyc,1,airbnb,102.707765667575
425,Entire home/apt,nyc,1,airbnb,102.707765667575
65,Entire home/apt,nyc,2,airbnb,110.985865724382
122,Entire home/apt,nyc,1,airbnb,102.707765667575
58,Entire home/apt,nyc,2,airbnb,110.985865724382
49,Entire home/apt,nyc,2,airbnb,110.985865724382
119,Private room,nyc,1,airbnb,102.707765667575
42,Entire home/apt,nyc,1,airbnb,102.707765667575
45,Private room,nyc,1,airbnb,102.707765667575
73,Entire home/apt,nyc,2,airbnb,110.985865724382
100,Entire home/apt,nyc,1,airbnb,102.707765667575
425,Private room,nyc,1,airbnb,102.707765667575
50,Entire home/apt,nyc,1,airbnb,102.707765667575
42,Private room,nyc,2,airbnb,110.985865724382
65,Private room,nyc,1,airbnb,102.707765667575
95,Private room,nyc,1,airbnb,102.707765667575
148,Private room,nyc,1,airbnb,102.707765667575
99,Entire home/apt,nyc,1,airbnb,102.707765667575
50,Entire home/apt,nyc,1,airbnb,102.707765667575
80,Entire home/apt,nyc,1,airbnb,102.707765667575
130,Entire home/apt,nyc,2,airbnb,110.985865724382
80,Entire home/apt,nyc,1,airbnb,102.707765667575
139,Entire home/apt,nyc,2,airbnb,110.985865724382
59,Entire home/apt,nyc,2,airbnb,110.985865724382
88,Private room,nyc,1,airbnb,102.707765667575
115,Private room,nyc,2,airbnb,110.985865724382
125,Entire home/apt,nyc,1,airbnb,102.707765667575
225,Private room,nyc,1,airbnb,102.707765667575
98,Entire home/apt,nyc,1,airbnb,102.707765667575
155,Private room,nyc,1,airbnb,102.707765667575
35,Entire home/apt,nyc,1,airbnb,102.707765667575
72,Private room,nyc,1,airbnb,102.707765667575
119,Entire home/apt,nyc,2,airbnb,110.985865724382
28,Private room,nyc,1,airbnb,102.707765667575
55,Private room,nyc,1,airbnb,102.707765667575
270,Entire home/apt,nyc,1,airbnb,102.707765667575
115,Entire home/apt,nyc,1,airbnb,102.707765667575
145,Entire home/apt,nyc,1,airbnb,102.707765667575
95,Entire home/apt,nyc,2,airbnb,110.985865724382
125,Entire home/apt,nyc,1,airbnb,102.707765667575
90,Entire home/apt,nyc,2,airbnb,110.985865724382
155,Entire home/apt,nyc,2,airbnb,110.985865724382
72,Private room,nyc,1,airbnb,102.707765667575
95,Entire home/apt,nyc,2,airbnb,110.985865724382
148,Entire home/apt,nyc,1,airbnb,102.707765667575
139,Private room,nyc,1,airbnb,102.707765667575
50,Entire home/apt,nyc,2,airbnb,110.985865724382
215,Entire home/apt,nyc,1,airbnb,102.707765667575
90,Private room,nyc,1,airbnb,102.707765667575
41,Entire home/apt,nyc,1,airbnb,102.707765667575
55,Private room,nyc,2,airbnb,110.985865724382
50,Private room,nyc,1,airbnb,102.707765667575
65,Entire home/apt,nyc,1,airbnb,102.707765667575
185,Private room,nyc,1,airbnb,102.707765667575
170,Entire home/apt,nyc,2,airbnb,110.985865724382
160,Entire home/apt,nyc,1,airbnb,102.707765667575
65,Private room,nyc,1,airbnb,102.707765667575
122,Entire home/apt,nyc,1,airbnb,102.707765667575
200,Private room,nyc,2,airbnb,110.985865724382
125,Private room,nyc,1,airbnb,102.707765667575
74,Entire home/apt,nyc,1,airbnb,102.707765667575
55,Private room,nyc,1,airbnb,102.707765667575
270,Entire home/apt,nyc,2,airbnb,110.985865724382
115,Entire home/apt,nyc,1,airbnb,102.707765667575
90,Private room,nyc,1,airbnb,102.707765667575
225,Entire home/apt,nyc,1,airbnb,102.707765667575
155,Private room,nyc,2,airbnb,110.985865724382
35,Private room,nyc,1,airbnb,102.707765667575
28,Private room,nyc,1,airbnb,102.707765667575
55,Entire home/apt,nyc,2,airbnb,110.985865724382
56,Entire home/apt,nyc,1,airbnb,102.707765667575
95,Private room,nyc,1,airbnb,102.707765667575
125,Entire home/apt,nyc,1,airbnb,102.707765667575
225,Private room,nyc,2,airbnb,110.985865724382
98,Private room,nyc,1,airbnb,102.707765667575
50,Private room,nyc,1,airbnb,102.707765667575
125,Private room,nyc,1,airbnb,102.707765667575
45,Entire home/apt,nyc,1,airbnb,102.707765667575
120,Entire home/apt,nyc,1,airbnb,102.707765667575
100,Entire home/apt,nyc,1,airbnb,102.707765667575
125,Entire home/apt,nyc,2,airbnb,110.985865724382
125,Entire home/apt,nyc,1,airbnb,102.707765667575
35,Entire home/apt,nyc,2,airbnb,110.985865724382
50,Entire home/apt,nyc,2,airbnb,110.985865724382
65,Private room,nyc,1,airbnb,102.707765667575
65,Private room,nyc,1,airbnb,102.707765667575
55,Private room,nyc,1,airbnb,102.707765667575
160,Entire home/apt,nyc,1,airbnb,102.707765667575
25,Entire home/apt,nyc,1,airbnb,102.707765667575
100,Entire home/apt,nyc,1,airbnb,102.707765667575
425,Entire home/apt,nyc,2,airbnb,110.985865724382
65,Entire home/apt,nyc,1,airbnb,102.707765667575
122,Entire home/apt,nyc,2,airbnb,110.985865724382
125,Entire home/apt,nyc,2,airbnb,110.985865724382
60,Private room,nyc,1,airbnb,102.707765667575
50,Private room,nyc,1,airbnb,102.707765667575
70,Private room,nyc,1,airbnb,102.707765667575
42,Entire home/apt,nyc,1,airbnb,102.707765667575
45,Entire home/apt,nyc,1,airbnb,102.707765667575
73,Entire home/apt,nyc,1,airbnb,102.707765667575
100,Entire home/apt,nyc,2,airbnb,110.985865724382
125,Entire home/apt,nyc,1,airbnb,102.707765667575
125,Entire home/apt,nyc,2,airbnb,110.985865724382
425,Entire home/apt,nyc,2,airbnb,110.985865724382
42,Private room,nyc,1,airbnb,102.707765667575
160,Private room,nyc,2,airbnb,110.985865724382
425,Entire home/apt,nyc,1,airbnb,102.707765667575
122,Private room,nyc,1,airbnb,102.707765667575
58,Entire home/apt,nyc,1,airbnb,102.707765667575
200,Private room,nyc,1,airbnb,102.707765667575
125,Entire home/apt,nyc,1,airbnb,102.707765667575
100,Private room,nyc,1,airbnb,102.707765667575
60,Entire home/apt,nyc,2,airbnb,110.985865724382
70,Private room,nyc,1,airbnb,102.707765667575
125,Private room,nyc,1,airbnb,102.707765667575
73,Private room,nyc,1,airbnb,102.707765667575
100,Private room,nyc,1,airbnb,102.707765667575
125,Entire home/apt,nyc,1,airbnb,102.707765667575
425,Private room,nyc,1,airbnb,102.707765667575
85,Private room,nyc,1,airbnb,102.707765667575
82,Private room,nyc,1,airbnb,102.707765667575
148,Private room,nyc,1,airbnb,102.707765667575
139,Private room,nyc,1,airbnb,102.707765667575
80,Private room,nyc,1,airbnb,102.707765667575
130,Private room,nyc,1,airbnb,102.707765667575
80,Entire home/apt,nyc,1,airbnb,102.707765667575
59,Private room,nyc,1,airbnb,102.707765667575
50,Private room,nyc,1,airbnb,102.707765667575
70,Private room,nyc,1,airbnb,102.707765667575
42,Private room,nyc,1,airbnb,102.707765667575
120,Entire home/apt,nyc,1,airbnb,102.707765667575
73,Entire home/apt,nyc,1,airbnb,102.707765667575
125,Entire home/apt,nyc,1,airbnb,102.707765667575
125,Entire home/apt,nyc,2,airbnb,110.985865724382
35,Entire home/apt,nyc,1,airbnb,102.707765667575
59,Entire home/apt,nyc,2,airbnb,110.985865724382
85,Entire home/apt,nyc,2,airbnb,110.985865724382
10,Private room,nyc,1,airbnb,102.707765667575
175,Private room,nyc,2,airbnb,110.985865724382
90,Entire home/apt,nyc,1,airbnb,102.707765667575
98,Private room,nyc,1,airbnb,102.707765667575
155,Entire home/apt,nyc,1,airbnb,102.707765667575
35,Private room,nyc,1,airbnb,102.707765667575
80,Entire home/apt,nyc,1,airbnb,102.707765667575
119,Private room,nyc,1,airbnb,102.707765667575
150,Private room,nyc,1,airbnb,102.707765667575
65,Private room,nyc,1,airbnb,102.707765667575
55,Entire home/apt,nyc,1,airbnb,102.707765667575
170,Entire home/apt,nyc,1,airbnb,102.707765667575
25,Entire home/apt,nyc,1,airbnb,102.707765667575
41,Entire home/apt,nyc,2,airbnb,110.985865724382
100,Entire home/apt,nyc,1,airbnb,102.707765667575
425,Entire home/apt,nyc,2,airbnb,110.985865724382
58,Entire home/apt,nyc,2,airbnb,110.985865724382
49,Private room,nyc,1,airbnb,102.707765667575
125,Private room,nyc,2,airbnb,110.985865724382
425,Entire home/apt,nyc,1,airbnb,102.707765667575
85,Private room,nyc,1,airbnb,102.707765667575
42,Entire home/apt,nyc,1,airbnb,102.707765667575
65,Private room,nyc,1,airbnb,102.707765667575
10,Entire home/apt,nyc,1,airbnb,102.707765667575
135,Private room,nyc,1,airbnb,102.707765667575
70,Private room,nyc,1,airbnb,102.707765667575
42,Private room,nyc,1,airbnb,102.707765667575
120,Entire home/apt,nyc,1,airbnb,102.707765667575
73,Entire home/apt,nyc,1,airbnb,102.707765667575
125,Entire home/apt,nyc,1,airbnb,102.707765667575
125,Entire home/apt,nyc,2,airbnb,110.985865724382
35,Entire home/apt,nyc,1,airbnb,102.707765667575
59,Entire home/apt,nyc,2,airbnb,110.985865724382
85,Entire home/apt,nyc,2,airbnb,110.985865724382
10,Private room,nyc,1,airbnb,102.707765667575
70,Entire home/apt,nyc,1,airbnb,102.707765667575
125,Private room,nyc,1,airbnb,102.707765667575
45,Entire home/apt,nyc,2,airbnb,110.985865724382
120,Entire home/apt,nyc,1,airbnb,102.707765667575
35,Private room,nyc,1,airbnb,102.707765667575
59,Entire home/apt,nyc,1,airbnb,102.707765667575
50,Private room,nyc,2,airbnb,110.985865724382
85,Private room,nyc,1,airbnb,102.707765667575
215,Private room,nyc,2,airbnb,110.985865724382
139,Entire home/apt,nyc,1,airbnb,102.707765667575
41,Private room,nyc,1,airbnb,102.707765667575
59,Entire home/apt,nyc,1,airbnb,102.707765667575
55,Private room,nyc,1,airbnb,102.707765667575
50,Entire home/apt,nyc,1,airbnb,102.707765667575
125,Private room,nyc,1,airbnb,102.707765667575
28,Private room,nyc,1,airbnb,102.707765667575
55,Private room,nyc,1,airbnb,102.707765667575
270,Entire home/apt,nyc,1,airbnb,102.707765667575
115,Entire home/apt,nyc,1,airbnb,102.707765667575
145,Entire home/apt,nyc,1,airbnb,102.707765667575
95,Entire home/apt,nyc,2,airbnb,110.985865724382
125,Entire home/apt,nyc,1,airbnb,102.707765667575
90,Entire home/apt,nyc,2,airbnb,110.985865724382
155,Entire home/apt,nyc,2,airbnb,110.985865724382
72,Private room,nyc,1,airbnb,102.707765667575
148,Private room,nyc,1,airbnb,102.707765667575
99,Private room,nyc,1,airbnb,102.707765667575
215,Entire home/apt,nyc,1,airbnb,102.707765667575
80,Entire home/apt,nyc,1,airbnb,102.707765667575
80,Entire home/apt,nyc,1,airbnb,102.707765667575
139,Entire home/apt,nyc,2,airbnb,110.985865724382
90,Entire home/apt,nyc,1,airbnb,102.707765667575
41,Entire home/apt,nyc,2,airbnb,110.985865724382
50,Entire home/apt,nyc,2,airbnb,110.985865724382
35,Private room,nyc,1,airbnb,102.707765667575
95,Entire home/apt,nyc,1,airbnb,102.707765667575
82,Private room,nyc,1,airbnb,102.707765667575
139,Entire home/apt,nyc,2,airbnb,110.985865724382
99,Entire home/apt,nyc,1,airbnb,102.707765667575
80,Private room,nyc,1,airbnb,102.707765667575
139,Entire home/apt,nyc,1,airbnb,102.707765667575
41,Private room,nyc,2,airbnb,110.985865724382
59,Private room,nyc,1,airbnb,102.707765667575
65,Private room,nyc,1,airbnb,102.707765667575
90,Private room,nyc,1,airbnb,102.707765667575
56,Private room,nyc,1,airbnb,102.707765667575
270,Private room,nyc,1,airbnb,102.707765667575
115,Entire home/apt,nyc,1,airbnb,102.707765667575
125,Private room,nyc,1,airbnb,102.707765667575
225,Private room,nyc,1,airbnb,102.707765667575
175,Private room,nyc,2,airbnb,110.985865724382
90,Entire home/apt,nyc,1,airbnb,102.707765667575
98,Private room,nyc,1,airbnb,102.707765667575
155,Entire home/apt,nyc,1,airbnb,102.707765667575
35,Private room,nyc,1,airbnb,102.707765667575
80,Entire home/apt,nyc,1,airbnb,102.707765667575
119,Private room,nyc,1,airbnb,102.707765667575
28,Entire home/apt,nyc,1,airbnb,102.707765667575
74,Private room,nyc,1,airbnb,102.707765667575
56,Entire home/apt,nyc,2,airbnb,110.985865724382
270,Entire home/apt,nyc,1,airbnb,102.707765667575
125,Private room,nyc,1,airbnb,102.707765667575
90,Entire home/apt,nyc,1,airbnb,102.707765667575
98,Private room,nyc,2,airbnb,110.985865724382
155,Private room,nyc,1,airbnb,102.707765667575
45,Private room,nyc,1,airbnb,102.707765667575
185,Private room,nyc,1,airbnb,102.707765667575
170,Entire home/apt,nyc,1,airbnb,102.707765667575
160,Entire home/apt,nyc,1,airbnb,102.707765667575
41,Entire home/apt,nyc,1,airbnb,102.707765667575
100,Entire home/apt,nyc,2,airbnb,110.985865724382
425,Entire home/apt,nyc,1,airbnb,102.707765667575
65,Entire home/apt,nyc,2,airbnb,110.985865724382
200,Entire home/apt,nyc,2,airbnb,110.985865724382
100,Private room,nyc,1,airbnb,102.707765667575
88,Entire home/apt,nyc,1,airbnb,102.707765667575
150,Private room,nyc,1,airbnb,102.707765667575
65,Entire home/apt,nyc,2,airbnb,110.985865724382
185,Entire home/apt,nyc,1,airbnb,102.707765667575
41,Private room,nyc,1,airbnb,102.707765667575
100,Entire home/apt,nyc,1,airbnb,102.707765667575
65,Private room,nyc,2,airbnb,110.985865724382
122,Private room,nyc,1,airbnb,102.707765667575
145,Private room,nyc,2,airbnb,110.985865724382
225,Entire home/apt,nyc,1,airbnb,102.707765667575
155,Private room,nyc,1,airbnb,102.707765667575
35,Entire home/apt,nyc,1,airbnb,102.707765667575
80,Private room,nyc,1,airbnb,102.707765667575
72,Entire home/apt,nyc,1,airbnb,102.707765667575
65,Entire home/apt,nyc,1,airbnb,102.707765667575
185,Private room,nyc,1,airbnb,102.707765667575
170,Entire home/apt,nyc,2,airbnb,110.985865724382
160,Entire home/apt,nyc,1,airbnb,102.707765667575
65,Private room,nyc,1,airbnb,102.707765667575
122,Entire home/apt,nyc,1,airbnb,102.707765667575
200,Private room,nyc,2,airbnb,110.985865724382
125,Private room,nyc,1,airbnb,102.707765667575
28,Private room,nyc,1,airbnb,102.707765667575
55,Private room,nyc,1,airbnb,102.707765667575
270,Entire home/apt,nyc,1,airbnb,102.707765667575
115,Entire home/apt,nyc,1,airbnb,102.707765667575
145,Entire home/apt,nyc,1,airbnb,102.707765667575
95,Entire home/apt,nyc,2,airbnb,110.985865724382
125,Entire home/apt,nyc,1,airbnb,102.707765667575
90,Entire home/apt,nyc,2,airbnb,110.985865724382
155,Entire home/apt,nyc,2,airbnb,110.985865724382
72,Private room,nyc,1,airbnb,102.707765667575
125,Private room,nyc,2,airbnb,110.985865724382
425,Entire home/apt,nyc,1,airbnb,102.707765667575
85,Private room,nyc,1,airbnb,102.707765667575
42,Entire home/apt,nyc,1,airbnb,102.707765667575
65,Private room,nyc,1,airbnb,102.707765667575
10,Entire home/apt,nyc,1,airbnb,102.707765667575
135,Private room,nyc,1,airbnb,102.707765667575
74,Private room,nyc,1,airbnb,102.707765667575
56,Entire home/apt,nyc,1,airbnb,102.707765667575
270,Entire home/apt,nyc,1,airbnb,102.707765667575
175,Entire home/apt,nyc,1,airbnb,102.707765667575
145,Entire home/apt,nyc,2,airbnb,110.985865724382
