Accommodates,Bathrooms,Bedrooms,Beds,Check.In,Check.Out,Property.type,Room.type,Extra.people,Weekly.discount,Monthly.discount,Cancellation,Response.time,ID,price,e,city,price_per_indv
4, 2,2,2, Anytime after 4PM, 11AM, Apartment, Entire home/apt, No Charge, 5%, 10%, Strict, within a few hours,13575637,189,87,ch,47.25
4, 1,2,3, Anytime after 4PM, 11AM, Apartment, Entire home/apt, $10 / night after 2 guests, 5%, 10%, Strict, within a few hours,13574479,159,88,ch,39.75
6, 1,3,3, Anytime after 4PM, 11AM, Apartment, Entire home/apt, $10 / night after 3 guests, 5%, 10%, Strict, within a few hours,7986207,169,89,ch,28.1666666666667
2, 1,1,1, Anytime after 4PM, 11AM, Apartment, Entire home/apt, $10 / night after the first guest, 5%, 10%, Moderate, within a few hours,13221121,109,90,ch,54.5
8, 1 (Private),2,4, Anytime after 3PM, 11AM, Apartment, Entire home/apt, $10 / night after 2 guests,,, Strict, within an hour,14141385,90,91,ch,11.25
5, 1,2,2, Anytime after 2PM, 11AM, Apartment, Entire home/apt, $15 / night after 2 guests, 21%, 49%, Flexible, within an hour,8440219,125,92,ch,25
2, 1,0,1, Anytime after 3PM, 11AM, Apartment, Entire home/apt, No Charge, 0%, 0%, Moderate, within an hour,5862648,99,93,ch,49.5
3, 1,1,1, Anytime after 2PM, 12PM (noon), Apartment, Entire home/apt, $10 / night after the first guest, 6%, 0%, Strict, within an hour,8406911,52,94,ch,17.3333333333333
2, 1.5,1,1, Flexible, 10AM, House, Private room, No Charge,,, Flexible, within an hour,13376996,55,95,ch,27.5
2, 1 (Private),1,1, Anytime after 3PM,, Apartment, Entire home/apt, No Charge, 10%, 15%, Flexible, within an hour,13731634,63,96,ch,31.5
2, 1 (Private),1,1,,, Apartment, Private room,,,, Flexible, within an hour,10992395,30,97,ch,15
2, 1,1,1, Anytime after 10AM,, Apartment, Private room, $20 / night after the first guest,,, Flexible, within an hour,12323552,80,98,ch,40
2, 1,1,1, 12PM (noon) - 4PM, 11AM, Apartment, Entire home/apt, No Charge,,, Moderate, within an hour,7597731,58,99,ch,29
2, 2,1,1, 3PM - 9PM, 12PM (noon), House, Private room,, 10%, 20%, Flexible, within an hour,13139434,42,100,ch,21
2, 1.5 (Private),1,2, 5PM - 7PM, 11AM, House, Private room, $15 / night after the first guest,,, Flexible, within a few hours,9696138,69,101,ch,34.5
4, 1 (Private),1,2, Flexible, 12PM (noon), Townhouse, Private room, $10 / night after 2 guests, 10%, 20%, Moderate, within an hour,12997563,69,102,ch,17.25
2, 1,1,1, 1PM - 10PM, 10AM, Apartment, Private room,,,, Moderate, within an hour,14093324,49,103,ch,24.5
2, 1.5,1,2,,, House, Private room, $35 / night after the first guest, 10%, 30%, Moderate, within a few hours,4731523,70,104,ch,35
2, 1 (Shared),1,1, Anytime after 2PM, 12PM (noon), Apartment, Private room, No Charge, 8%, 15%, Moderate, within an hour,7084894,109,105,ch,54.5
4, 1,1,2, Anytime after 3PM, 11AM, Apartment, Entire home/apt,, 0%, 0%, Strict, within an hour,7497203,95,106,ch,23.75
4, 1 (Private),1,1, Flexible, 3PM, Apartment, Entire home/apt, $50 / night after 3 guests, 10%, 25%, Flexible, within an hour,13696913,99,107,ch,24.75
2, 1 (Private),1,1, Anytime after 3PM, 11AM, Condominium, Private room, $20 / night after the first guest, 10%, 15%, Flexible, within an hour,13116351,55,108,ch,27.5
2, 2 (Shared),1,1, 1PM - 11PM, 12PM (noon), Apartment, Private room,, 10%, 30%, Flexible, within an hour,8306409,99,109,ch,49.5
2, 1,1,1, 2PM - 12AM (midnight), 12PM (noon), Apartment, Entire home/apt, No Charge, 10%, 0%, Moderate, within an hour,13222117,55,110,ch,27.5
4, 1 (Private),0,2, Anytime after 1PM, 11AM, Apartment, Entire home/apt, $10 / night after 3 guests, 5%, 10%, Moderate, within an hour,2292298,70,111,ch,17.5
2, 1 (Shared),1,1, Anytime after 3PM, 11AM, House, Private room, No Charge, 10%, 15%, Moderate, within an hour,8593044,45,112,ch,22.5
1, 1 (Shared),1,1, Anytime after 2PM, 12PM (noon), Apartment, Private room,,,, Flexible, within an hour,13900931,84,113,ch,84
2, 1,1,1, Anytime after 2PM, 11AM, Apartment, Private room,, 10%, 10%, Strict, within an hour,10059353,49,114,ch,24.5
3, 1.5,1,1, Anytime after 3PM, 11AM, House, Private room, $5 / night after 2 guests, 0%, 0%, Moderate, within an hour,10970634,20,115,ch,6.66666666666667
1, 1,1,1, Anytime after 5PM, 11AM, House, Shared room,, 0%, 0%, Moderate, within an hour,7708153,120,116,ch,120
6, 1,2,3, Anytime after 1PM, 11AM, Apartment, Entire home/apt, $10 / night after 2 guests, 15%, 15%, Moderate, within an hour,8706915,59,117,ch,9.83333333333333
2, 1 (Shared),1,1, Anytime after 1PM, 11AM, Apartment, Private room, $10 / night after the first guest, 12%, 28%, Moderate, within an hour,8208892,60,118,ch,30
2, 2,1,1, Anytime after 3PM, 11AM, Apartment, Private room, $10 / night after the first guest, 0%, 0%, Moderate, within an hour,9247018,120,119,ch,60
3, 1,1,1, 2PM - 12AM (midnight), 12PM (noon), Apartment, Private room, $20 / night after 2 guests, 21%, 49%, Moderate, within a few hours,12186204,92,120,ch,30.6666666666667
4, 1 (Private),2,2, Flexible, 11AM, Condominium, Entire home/apt, No Charge, 10%, 20%, Flexible, within an hour,13141600,40,121,ch,10
2, 1 (Shared),1,1,,, Apartment, Private room, No Charge, 0%, 0%, Moderate, within an hour,4133737,200,122,ch,100
6, 1,2,2, Anytime after 3PM, 12PM (noon), Loft, Entire home/apt, No Charge, 15%, 45%, Moderate, within an hour,7095184,60,123,ch,10
3, 1 (Private),2,2, Anytime after 3PM, 12PM (noon), Apartment, Entire home/apt, $20 / night after 2 guests, 0%, 0%, Flexible, within a few hours,4202063,65,124,ch,21.6666666666667
4, 1 (Private),0,2, Anytime after 3PM, 11AM, Apartment, Entire home/apt, $10 / night after 2 guests, 0%, 9%, Moderate, within an hour,2570620,69,125,ch,17.25
