Accomodates,Bathroom(s),Bedroom(s),Bed(s),Check.In,Check.Out,Property.Type,Room.Type,Cost.Per.Extra.Person,Weekly.Discount(%),Monthly.Discount(%),Cancellation.Policy,Response.Time,ID,Price,e,City,Earliest.Check.In
2,1.5,1,1,unspecified,unspecified,House,Private room,No Charge,5,0,Moderate,within an hour,654279,109,376,sf,Unspecified
2,1,1,1,unspecified,unspecified,Other,Entire home/apt,unspecified,15,0,Flexible,within a few hours,7247351,209,380,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,13,32,Flexible,within a few hours,12115392,103,383,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within a day,11460984,215,386,sf,Unspecified
2,1,1,1,unspecified,unspecified,Other,Entire home/apt,No Charge,10,20,Moderate,within a day,6529234,188,391,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within a few hours,13625080,170,394,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Strict,within an hour,13301507,97,395,sf,Unspecified
2,1,1,1,unspecified,11AM,Apartment,Private room,No Charge,unspecified,unspecified,Strict,within a few hours,9008416,155,396,sf,Unspecified
2,1,1,1,unspecified,unspecified,Other,Entire home/apt,unspecified,15,0,Flexible,within a few hours,7247351,155,398,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,13,32,Flexible,within a few hours,12115392,95,401,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within a day,11460984,50,404,sf,Unspecified
2,1,1,1,unspecified,unspecified,Other,Entire home/apt,No Charge,10,20,Moderate,within a day,6529234,125,409,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within a few hours,13625080,185,412,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Strict,within an hour,13301507,100,413,sf,Unspecified
2,1,1,1,unspecified,11AM,Apartment,Private room,No Charge,unspecified,unspecified,Strict,within a few hours,9008416,120,414,sf,Unspecified
4,1,1,1,unspecified,unspecified,House,Entire home/apt,$15,10,0,Strict,within an hour,10943827,150,427,sf,Unspecified
2,1,1,1,unspecified,12PM,Bed & Breakfast,Private room,No Charge,10,0,Flexible,within a day,10067187,150,428,sf,Unspecified
2,1,1,2,unspecified,12PM,House,Entire home/apt,unspecified,15,25,Strict,within an hour,27025,65,431,sf,Unspecified
2,1,1,1,unspecified,unspecified,House,Entire home/apt,$15,0,0,Strict,within an hour,2847155,119,433,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$40,10,15,Flexible,within a day,12522214,97,436,sf,Unspecified
4,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,$10,unspecified,unspecified,Moderate,within a few hours,10745423,200,438,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,14,22,Flexible,within a few hours,909063,80,439,sf,Unspecified
1,1,1,1,unspecified,unspecified,House,Private room,unspecified,unspecified,unspecified,Flexible,within a day,9473338,60,444,sf,Unspecified
2,1,1,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10412144,250,447,sf,Unspecified
2,1.5,1,1,unspecified,unspecified,House,Private room,No Charge,5,0,Moderate,within an hour,654279,90,448,sf,Unspecified
6,1,2,3,unspecified,unspecified,Apartment,Entire home/apt,No Charge,10,30,Flexible,within a few hours,13802791,235,453,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,0,Flexible,unspecified,10823803,100,454,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,68,74,Flexible,unspecified,6675827,120,456,sf,Unspecified
2,3,1,1,unspecified,unspecified,Apartment,Private room,$20,20,35,Flexible,within an hour,13925189,174,457,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Flexible,within an hour,10999473,215,458,sf,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$30,0,0,Strict,within an hour,3722412,89,460,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,10,Flexible,within an hour,9545064,170,466,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,0,Flexible,unspecified,9350318,97,467,sf,Unspecified
2,1,1,1,unspecified,unspecified,House,Entire home/apt,$15,0,0,Strict,within an hour,2847155,119,469,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$40,10,15,Flexible,within a day,12522214,97,472,sf,Unspecified
4,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,$10,unspecified,unspecified,Moderate,within a few hours,10745423,200,474,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,14,22,Flexible,within a few hours,909063,80,475,sf,Unspecified
1,1,1,1,unspecified,unspecified,House,Private room,unspecified,unspecified,unspecified,Flexible,within a day,9473338,60,480,sf,Unspecified
2,1,1,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10412144,250,483,sf,Unspecified
2,1.5,1,1,unspecified,unspecified,House,Private room,No Charge,5,0,Moderate,within an hour,654279,90,484,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,0,Flexible,unspecified,8213336,160,487,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$10,unspecified,unspecified,Flexible,within a few hours,10250606,140,490,sf,Unspecified
2,1.5,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,0,Strict,within a few hours,9149812,130,495,sf,Unspecified
2,3,1,1,unspecified,unspecified,Apartment,Private room,$20,20,35,Flexible,within an hour,13925189,120,504,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,15,0,Flexible,unspecified,3985721,100,505,sf,Unspecified
6,1,2,3,unspecified,unspecified,Apartment,Entire home/apt,No Charge,10,30,Flexible,within a few hours,13802791,188,508,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,0,Flexible,unspecified,10823803,67,509,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,68,74,Flexible,unspecified,6675827,120,511,sf,Unspecified
2,3,1,1,unspecified,unspecified,Apartment,Private room,$20,20,35,Flexible,within an hour,13925189,39,512,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Flexible,within an hour,10999473,34,513,sf,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$30,0,0,Strict,within an hour,3722412,90,515,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,10,Flexible,within an hour,9545064,129,521,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,0,Flexible,unspecified,9350318,75,522,sf,Unspecified
6,1,2,3,unspecified,unspecified,Apartment,Entire home/apt,No Charge,10,30,Flexible,within a few hours,13802791,110,525,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,0,Flexible,unspecified,10823803,188,526,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,68,74,Flexible,unspecified,6675827,130,528,sf,Unspecified
2,3,1,1,unspecified,unspecified,Apartment,Private room,$20,20,35,Flexible,within an hour,13925189,120,529,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Flexible,within an hour,10999473,39,530,sf,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$30,0,0,Strict,within an hour,3722412,134,532,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,10,Flexible,within an hour,9545064,135,538,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,0,Flexible,unspecified,9350318,129,539,sf,Unspecified
2,1,1,1,unspecified,unspecified,Other,Entire home/apt,unspecified,15,0,Flexible,within a few hours,7247351,95,542,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,13,32,Flexible,within a few hours,12115392,80,545,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within a day,11460984,135,548,sf,Unspecified
2,1,1,1,unspecified,unspecified,Other,Entire home/apt,No Charge,10,20,Moderate,within a day,6529234,96,553,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within a few hours,13625080,79,556,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Strict,within an hour,13301507,100,557,sf,Unspecified
2,1,1,1,unspecified,11AM,Apartment,Private room,No Charge,unspecified,unspecified,Strict,within a few hours,9008416,60,558,sf,Unspecified
4,1,1,1,unspecified,unspecified,House,Entire home/apt,$15,10,0,Strict,within an hour,10943827,95,571,sf,Unspecified
2,1,1,1,unspecified,12PM,Bed & Breakfast,Private room,No Charge,10,0,Flexible,within a day,10067187,159,572,sf,Unspecified
2,1,1,2,unspecified,12PM,House,Entire home/apt,unspecified,15,25,Strict,within an hour,27025,205,575,sf,Unspecified
4,1,1,1,unspecified,unspecified,House,Entire home/apt,$15,10,0,Strict,within an hour,10943827,125,589,sf,Unspecified
2,1,1,1,unspecified,12PM,Bed & Breakfast,Private room,No Charge,10,0,Flexible,within a day,10067187,98,590,sf,Unspecified
2,1,1,2,unspecified,12PM,House,Entire home/apt,unspecified,15,25,Strict,within an hour,27025,100,593,sf,Unspecified
6,1,2,3,unspecified,unspecified,Apartment,Entire home/apt,No Charge,10,30,Flexible,within a few hours,13802791,235,597,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,0,Flexible,unspecified,10823803,100,598,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,68,74,Flexible,unspecified,6675827,120,600,sf,Unspecified
2,3,1,1,unspecified,unspecified,Apartment,Private room,$20,20,35,Flexible,within an hour,13925189,174,601,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Flexible,within an hour,10999473,215,602,sf,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$30,0,0,Strict,within an hour,3722412,89,604,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,10,Flexible,within an hour,9545064,170,610,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,0,Flexible,unspecified,9350318,97,611,sf,Unspecified
4,1,1,1,unspecified,unspecified,House,Entire home/apt,$15,10,0,Strict,within an hour,10943827,150,625,sf,Unspecified
2,1,1,1,unspecified,12PM,Bed & Breakfast,Private room,No Charge,10,0,Flexible,within a day,10067187,150,626,sf,Unspecified
2,1,1,2,unspecified,12PM,House,Entire home/apt,unspecified,15,25,Strict,within an hour,27025,65,629,sf,Unspecified
6,1,2,3,unspecified,unspecified,Apartment,Entire home/apt,No Charge,10,30,Flexible,within a few hours,13802791,110,633,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,0,Flexible,unspecified,10823803,188,634,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,68,74,Flexible,unspecified,6675827,130,636,sf,Unspecified
2,3,1,1,unspecified,unspecified,Apartment,Private room,$20,20,35,Flexible,within an hour,13925189,120,637,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Flexible,within an hour,10999473,39,638,sf,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$30,0,0,Strict,within an hour,3722412,134,640,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,10,Flexible,within an hour,9545064,135,646,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,0,Flexible,unspecified,9350318,129,647,sf,Unspecified
4,1,1,1,unspecified,unspecified,House,Entire home/apt,$15,10,0,Strict,within an hour,10943827,188,661,sf,Unspecified
2,1,1,1,unspecified,12PM,Bed & Breakfast,Private room,No Charge,10,0,Flexible,within a day,10067187,100,662,sf,Unspecified
2,1,1,2,unspecified,12PM,House,Entire home/apt,unspecified,15,25,Strict,within an hour,27025,97,665,sf,Unspecified
2,1,1,1,unspecified,unspecified,House,Entire home/apt,$15,0,0,Strict,within an hour,2847155,108,667,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$40,10,15,Flexible,within a day,12522214,82,670,sf,Unspecified
4,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,$10,unspecified,unspecified,Moderate,within a few hours,10745423,105,672,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,14,22,Flexible,within a few hours,909063,225,673,sf,Unspecified
1,1,1,1,unspecified,unspecified,House,Private room,unspecified,unspecified,unspecified,Flexible,within a day,9473338,135,678,sf,Unspecified
2,1,1,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10412144,85,681,sf,Unspecified
2,1.5,1,1,unspecified,unspecified,House,Private room,No Charge,5,0,Moderate,within an hour,654279,79,682,sf,Unspecified
6,1,2,3,unspecified,unspecified,Apartment,Entire home/apt,No Charge,10,30,Flexible,within a few hours,13802791,110,687,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,0,Flexible,unspecified,10823803,188,688,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,68,74,Flexible,unspecified,6675827,130,690,sf,Unspecified
2,3,1,1,unspecified,unspecified,Apartment,Private room,$20,20,35,Flexible,within an hour,13925189,120,691,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Flexible,within an hour,10999473,39,692,sf,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$30,0,0,Strict,within an hour,3722412,134,694,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,10,Flexible,within an hour,9545064,135,700,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,0,Flexible,unspecified,9350318,129,701,sf,Unspecified
2,1,1,1,unspecified,unspecified,Other,Entire home/apt,unspecified,15,0,Flexible,within a few hours,7247351,120,704,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,13,32,Flexible,within a few hours,12115392,89,707,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within a day,11460984,115,710,sf,Unspecified
2,1,1,1,unspecified,unspecified,Other,Entire home/apt,No Charge,10,20,Moderate,within a day,6529234,150,715,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within a few hours,13625080,109,718,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,unspecified,unspecified,Strict,within an hour,13301507,65,719,sf,Unspecified
2,1,1,1,unspecified,11AM,Apartment,Private room,No Charge,unspecified,unspecified,Strict,within a few hours,9008416,179,720,sf,Unspecified
6,1,2,3,unspecified,unspecified,Apartment,Entire home/apt,No Charge,10,30,Flexible,within a few hours,13802791,135,741,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,0,Flexible,unspecified,10823803,140,742,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,68,74,Flexible,unspecified,6675827,99,744,sf,Unspecified
2,3,1,1,unspecified,unspecified,Apartment,Private room,$20,20,35,Flexible,within an hour,13925189,80,745,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Flexible,within an hour,10999473,50,746,sf,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$30,0,0,Strict,within an hour,3722412,205,748,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,10,Flexible,within an hour,9545064,185,754,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,0,Flexible,unspecified,9350318,100,755,sf,Unspecified
4,1,1,1,unspecified,unspecified,House,Entire home/apt,$15,10,0,Strict,within an hour,10943827,125,769,sf,Unspecified
2,1,1,1,unspecified,12PM,Bed & Breakfast,Private room,No Charge,10,0,Flexible,within a day,10067187,98,770,sf,Unspecified
2,1,1,2,unspecified,12PM,House,Entire home/apt,unspecified,15,25,Strict,within an hour,27025,100,773,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,15,0,Flexible,unspecified,3985721,95,775,sf,Unspecified
6,1,2,3,unspecified,unspecified,Apartment,Entire home/apt,No Charge,10,30,Flexible,within a few hours,13802791,80,778,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,0,Flexible,unspecified,10823803,105,779,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,68,74,Flexible,unspecified,6675827,135,781,sf,Unspecified
2,3,1,1,unspecified,unspecified,Apartment,Private room,$20,20,35,Flexible,within an hour,13925189,210,782,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Flexible,within an hour,10999473,105,783,sf,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$30,0,0,Strict,within an hour,3722412,135,785,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,10,Flexible,within an hour,9545064,60,791,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,0,Flexible,unspecified,9350318,100,792,sf,Unspecified
2,1,1,1,unspecified,unspecified,House,Entire home/apt,$15,0,0,Strict,within an hour,2847155,108,793,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,$40,10,15,Flexible,within a day,12522214,82,796,sf,Unspecified
4,1,1,1,unspecified,unspecified,Apartment,Entire home/apt,$10,unspecified,unspecified,Moderate,within a few hours,10745423,105,798,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,14,22,Flexible,within a few hours,909063,225,799,sf,Unspecified
1,1,1,1,unspecified,unspecified,House,Private room,unspecified,unspecified,unspecified,Flexible,within a day,9473338,135,804,sf,Unspecified
2,1,1,1,unspecified,12PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Moderate,within an hour,10412144,85,807,sf,Unspecified
2,1.5,1,1,unspecified,unspecified,House,Private room,No Charge,5,0,Moderate,within an hour,654279,79,808,sf,Unspecified
6,1,2,3,unspecified,unspecified,Apartment,Entire home/apt,No Charge,10,30,Flexible,within a few hours,13802791,82,831,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,10,0,Flexible,unspecified,10823803,80,832,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,68,74,Flexible,unspecified,6675827,225,834,sf,Unspecified
2,3,1,1,unspecified,unspecified,Apartment,Private room,$20,20,35,Flexible,within an hour,13925189,135,835,sf,Unspecified
1,1,1,1,unspecified,unspecified,Apartment,Private room,unspecified,0,0,Flexible,within an hour,10999473,210,836,sf,Unspecified
3,1,1,2,unspecified,unspecified,Apartment,Private room,$30,0,0,Strict,within an hour,3722412,108,838,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,10,Flexible,within an hour,9545064,100,844,sf,Unspecified
2,1,1,1,unspecified,unspecified,Apartment,Private room,No Charge,0,0,Flexible,unspecified,9350318,60,845,sf,Unspecified
