Room.Type,City,Bed(s),Property.Form,Price,Avg
Private room,San Francisco,1,airbnb,164,130.128187456926
Private room,San Francisco,2,airbnb,85,125.633858267717
Private room,San Francisco,1,airbnb,179,130.128187456926
Entire home/apt,San Francisco,1,airbnb,106,130.128187456926
Private room,San Francisco,1,airbnb,60,130.128187456926
Private room,San Francisco,1,airbnb,90,130.128187456926
Entire home/apt,San Francisco,2,airbnb,205,125.633858267717
Entire home/apt,San Francisco,1,airbnb,110,130.128187456926
Entire home/apt,San Francisco,1,airbnb,188,130.128187456926
Entire home/apt,San Francisco,1,airbnb,130,130.128187456926
Private room,San Francisco,1,airbnb,120,130.128187456926
Entire home/apt,San Francisco,2,airbnb,39,125.633858267717
Entire home/apt,San Francisco,1,airbnb,90,130.128187456926
Entire home/apt,San Francisco,1,airbnb,159,130.128187456926
Entire home/apt,San Francisco,1,airbnb,93,130.128187456926
Private room,San Francisco,1,airbnb,175,130.128187456926
Private room,San Francisco,2,airbnb,179,125.633858267717
Private room,San Francisco,1,airbnb,135,130.128187456926
Shared room,San Francisco,1,airbnb,129,130.128187456926
Entire home/apt,San Francisco,2,airbnb,75,125.633858267717
Private room,San Francisco,1,airbnb,82,130.128187456926
Private room,San Francisco,1,airbnb,80,130.128187456926
Private room,San Francisco,1,airbnb,225,130.128187456926
Entire home/apt,San Francisco,1,airbnb,105,130.128187456926
Private room,San Francisco,1,airbnb,108,130.128187456926
Entire home/apt,San Francisco,2,airbnb,135,125.633858267717
Private room,San Francisco,1,airbnb,96,130.128187456926
Private room,San Francisco,2,airbnb,85,125.633858267717
Private room,San Francisco,1,airbnb,79,130.128187456926
Entire home/apt,San Francisco,1,airbnb,82,130.128187456926
Entire home/apt,San Francisco,1,airbnb,80,130.128187456926
Entire home/apt,San Francisco,1,airbnb,225,130.128187456926
Private room,San Francisco,1,airbnb,135,130.128187456926
Entire home/apt,San Francisco,2,airbnb,210,125.633858267717
Entire home/apt,San Francisco,1,airbnb,135,130.128187456926
Entire home/apt,San Francisco,1,airbnb,96,130.128187456926
Entire home/apt,San Francisco,1,airbnb,75,130.128187456926
Private room,San Francisco,1,airbnb,85,130.128187456926
Private room,San Francisco,2,airbnb,79,125.633858267717
Private room,San Francisco,1,airbnb,100,130.128187456926
Shared room,San Francisco,1,airbnb,60,130.128187456926
Entire home/apt,San Francisco,2,airbnb,100,125.633858267717
Entire home/apt,San Francisco,1,airbnb,75,130.128187456926
Entire home/apt,San Francisco,1,airbnb,82,130.128187456926
Entire home/apt,San Francisco,1,airbnb,105,130.128187456926
Private room,San Francisco,1,airbnb,225,130.128187456926
Entire home/apt,San Francisco,2,airbnb,135,125.633858267717
Entire home/apt,San Francisco,1,airbnb,108,130.128187456926
Entire home/apt,San Francisco,1,airbnb,135,130.128187456926
Entire home/apt,San Francisco,1,airbnb,96,130.128187456926
Private room,San Francisco,1,airbnb,75,130.128187456926
Private room,San Francisco,2,airbnb,85,125.633858267717
Private room,San Francisco,1,airbnb,79,130.128187456926
Shared room,San Francisco,1,airbnb,100,130.128187456926
Entire home/apt,San Francisco,2,airbnb,60,125.633858267717
Private room,San Francisco,1,airbnb,95,130.128187456926
Entire home/apt,San Francisco,1,airbnb,75,130.128187456926
Private room,San Francisco,1,airbnb,82,130.128187456926
Entire home/apt,San Francisco,2,airbnb,80,125.633858267717
Entire home/apt,San Francisco,1,airbnb,105,130.128187456926
Private room,San Francisco,1,airbnb,225,130.128187456926
Private room,San Francisco,1,airbnb,135,130.128187456926
Private room,San Francisco,2,airbnb,210,125.633858267717
Private room,San Francisco,1,airbnb,105,130.128187456926
Entire home/apt,San Francisco,1,airbnb,108,130.128187456926
Private room,San Francisco,1,airbnb,135,130.128187456926
Private room,San Francisco,1,airbnb,79,130.128187456926
Entire home/apt,San Francisco,2,airbnb,100,125.633858267717
Entire home/apt,San Francisco,1,airbnb,160,130.128187456926
Private room,San Francisco,1,airbnb,155,130.128187456926
Entire home/apt,San Francisco,1,airbnb,135,130.128187456926
Private room,San Francisco,1,airbnb,140,130.128187456926
Entire home/apt,San Francisco,2,airbnb,95,125.633858267717
Private room,San Francisco,1,airbnb,99,130.128187456926
Entire home/apt,San Francisco,1,airbnb,80,130.128187456926
Private room,San Francisco,2,airbnb,50,125.633858267717
Shared room,San Francisco,1,airbnb,130,130.128187456926
Shared room,San Francisco,1,airbnb,205,130.128187456926
Private room,San Francisco,1,airbnb,300,130.128187456926
Private room,San Francisco,1,airbnb,143,130.128187456926
Private room,San Francisco,1,airbnb,125,130.128187456926
Private room,San Francisco,1,airbnb,98,130.128187456926
Entire home/apt,San Francisco,1,airbnb,225,130.128187456926
Entire home/apt,San Francisco,2,airbnb,185,125.633858267717
Private room,San Francisco,1,airbnb,120,130.128187456926
Entire home/apt,San Francisco,1,airbnb,119,130.128187456926
Private room,San Francisco,1,airbnb,100,130.128187456926
Entire home/apt,San Francisco,1,airbnb,175,130.128187456926
Private room,San Francisco,1,airbnb,97,130.128187456926
Entire home/apt,San Francisco,2,airbnb,53,125.633858267717
Private room,San Francisco,1,airbnb,200,130.128187456926
Entire home/apt,San Francisco,1,airbnb,80,130.128187456926
Private room,San Francisco,2,airbnb,164,125.633858267717
Shared room,San Francisco,1,airbnb,85,130.128187456926
Shared room,San Francisco,1,airbnb,179,130.128187456926
Private room,San Francisco,1,airbnb,106,130.128187456926
Private room,San Francisco,1,airbnb,60,130.128187456926
Private room,San Francisco,1,airbnb,95,130.128187456926
Private room,San Francisco,1,airbnb,159,130.128187456926
Entire home/apt,San Francisco,1,airbnb,250,130.128187456926
Entire home/apt,San Francisco,2,airbnb,90,125.633858267717
Private room,San Francisco,1,airbnb,89,130.128187456926
Entire home/apt,San Francisco,1,airbnb,175,130.128187456926
Entire home/apt,San Francisco,1,airbnb,97,130.128187456926
Entire home/apt,San Francisco,1,airbnb,200,130.128187456926
Private room,San Francisco,1,airbnb,80,130.128187456926
Entire home/apt,San Francisco,2,airbnb,164,125.633858267717
Entire home/apt,San Francisco,1,airbnb,106,130.128187456926
Entire home/apt,San Francisco,1,airbnb,60,130.128187456926
Entire home/apt,San Francisco,1,airbnb,95,130.128187456926
Private room,San Francisco,1,airbnb,159,130.128187456926
Private room,San Francisco,2,airbnb,250,125.633858267717
Private room,San Francisco,1,airbnb,90,130.128187456926
Shared room,San Francisco,1,airbnb,205,130.128187456926
Entire home/apt,San Francisco,2,airbnb,89,125.633858267717
Private room,San Francisco,1,airbnb,155,130.128187456926
Entire home/apt,San Francisco,1,airbnb,135,130.128187456926
Private room,San Francisco,1,airbnb,140,130.128187456926
Entire home/apt,San Francisco,2,airbnb,95,125.633858267717
Entire home/apt,San Francisco,1,airbnb,99,130.128187456926
Private room,San Francisco,1,airbnb,80,130.128187456926
Private room,San Francisco,1,airbnb,50,130.128187456926
Private room,San Francisco,2,airbnb,130,125.633858267717
Private room,San Francisco,1,airbnb,205,130.128187456926
Entire home/apt,San Francisco,1,airbnb,300,130.128187456926
Private room,San Francisco,1,airbnb,143,130.128187456926
Private room,San Francisco,1,airbnb,185,130.128187456926
Entire home/apt,San Francisco,2,airbnb,100,125.633858267717
Entire home/apt,San Francisco,1,airbnb,165,130.128187456926
Private room,San Francisco,1,airbnb,120,130.128187456926
Entire home/apt,San Francisco,1,airbnb,250,130.128187456926
Private room,San Francisco,1,airbnb,300,130.128187456926
Entire home/apt,San Francisco,2,airbnb,89,125.633858267717
Private room,San Francisco,1,airbnb,200,130.128187456926
Entire home/apt,San Francisco,1,airbnb,100,130.128187456926
Private room,San Francisco,2,airbnb,115,125.633858267717
Shared room,San Francisco,1,airbnb,133,130.128187456926
Shared room,San Francisco,1,airbnb,80,130.128187456926
Private room,San Francisco,1,airbnb,125,130.128187456926
Private room,San Francisco,1,airbnb,115,130.128187456926
Private room,San Francisco,1,airbnb,150,130.128187456926
Private room,San Francisco,1,airbnb,150,130.128187456926
Entire home/apt,San Francisco,1,airbnb,87,130.128187456926
Entire home/apt,San Francisco,2,airbnb,109,125.633858267717
Private room,San Francisco,1,airbnb,179,130.128187456926
Entire home/apt,San Francisco,1,airbnb,175,130.128187456926
Private room,San Francisco,1,airbnb,97,130.128187456926
Private room,San Francisco,1,airbnb,80,130.128187456926
Private room,San Francisco,1,airbnb,106,130.128187456926
Private room,San Francisco,1,airbnb,95,130.128187456926
Private room,San Francisco,1,airbnb,159,130.128187456926
Entire home/apt,San Francisco,2,airbnb,250,125.633858267717
Entire home/apt,San Francisco,1,airbnb,205,130.128187456926
Entire home/apt,San Francisco,1,airbnb,119,130.128187456926
Entire home/apt,San Francisco,1,airbnb,97,130.128187456926
Entire home/apt,San Francisco,1,airbnb,53,130.128187456926
Entire home/apt,San Francisco,1,airbnb,80,130.128187456926
Private room,San Francisco,1,airbnb,164,130.128187456926
Entire home/apt,San Francisco,2,airbnb,85,125.633858267717
Entire home/apt,San Francisco,1,airbnb,60,130.128187456926
Entire home/apt,San Francisco,1,airbnb,95,130.128187456926
Entire home/apt,San Francisco,1,airbnb,159,130.128187456926
Private room,San Francisco,1,airbnb,250,130.128187456926
Private room,San Francisco,2,airbnb,90,125.633858267717
Private room,San Francisco,1,airbnb,205,130.128187456926
Shared room,San Francisco,1,airbnb,89,130.128187456926
Private room,San Francisco,1,airbnb,110,130.128187456926
Private room,San Francisco,1,airbnb,188,130.128187456926
Private room,San Francisco,1,airbnb,130,130.128187456926
Entire home/apt,San Francisco,1,airbnb,34,130.128187456926
Private room,San Francisco,1,airbnb,134,130.128187456926
Entire home/apt,San Francisco,2,airbnb,90,125.633858267717
Private room,San Francisco,1,airbnb,159,130.128187456926
Private room,San Francisco,2,airbnb,175,125.633858267717
Private room,San Francisco,1,airbnb,179,130.128187456926
Private room,San Francisco,1,airbnb,155,130.128187456926
Entire home/apt,San Francisco,1,airbnb,135,130.128187456926
Private room,San Francisco,1,airbnb,140,130.128187456926
Entire home/apt,San Francisco,2,airbnb,95,125.633858267717
Entire home/apt,San Francisco,1,airbnb,99,130.128187456926
Private room,San Francisco,1,airbnb,80,130.128187456926
Private room,San Francisco,1,airbnb,50,130.128187456926
Private room,San Francisco,2,airbnb,130,125.633858267717
Private room,San Francisco,1,airbnb,205,130.128187456926
Entire home/apt,San Francisco,1,airbnb,300,130.128187456926
Private room,San Francisco,1,airbnb,143,130.128187456926
Private room,San Francisco,1,airbnb,185,130.128187456926
Entire home/apt,San Francisco,2,airbnb,100,125.633858267717
Entire home/apt,San Francisco,1,airbnb,100,130.128187456926
Private room,San Francisco,1,airbnb,110,130.128187456926
Private room,San Francisco,1,airbnb,188,130.128187456926
Private room,San Francisco,2,airbnb,130,125.633858267717
Private room,San Francisco,1,airbnb,120,130.128187456926
Private room,San Francisco,1,airbnb,34,130.128187456926
Entire home/apt,San Francisco,2,airbnb,134,125.633858267717
Entire home/apt,San Francisco,1,airbnb,90,130.128187456926
Entire home/apt,San Francisco,1,airbnb,159,130.128187456926
Private room,San Francisco,1,airbnb,175,130.128187456926
Private room,San Francisco,1,airbnb,179,130.128187456926
Entire home/apt,San Francisco,1,airbnb,119,130.128187456926
Entire home/apt,San Francisco,1,airbnb,97,130.128187456926
Entire home/apt,San Francisco,1,airbnb,53,130.128187456926
Entire home/apt,San Francisco,1,airbnb,80,130.128187456926
Private room,San Francisco,1,airbnb,164,130.128187456926
Entire home/apt,San Francisco,2,airbnb,85,125.633858267717
Entire home/apt,San Francisco,1,airbnb,60,130.128187456926
Entire home/apt,San Francisco,1,airbnb,95,130.128187456926
Entire home/apt,San Francisco,1,airbnb,159,130.128187456926
Private room,San Francisco,1,airbnb,250,130.128187456926
Private room,San Francisco,2,airbnb,90,125.633858267717
Private room,San Francisco,1,airbnb,205,130.128187456926
Shared room,San Francisco,1,airbnb,89,130.128187456926
Private room,San Francisco,1,airbnb,82,130.128187456926
Private room,San Francisco,1,airbnb,80,130.128187456926
Private room,San Francisco,1,airbnb,225,130.128187456926
Entire home/apt,San Francisco,1,airbnb,105,130.128187456926
Private room,San Francisco,1,airbnb,108,130.128187456926
Entire home/apt,San Francisco,2,airbnb,135,125.633858267717
Private room,San Francisco,1,airbnb,96,130.128187456926
Private room,San Francisco,2,airbnb,85,125.633858267717
Private room,San Francisco,1,airbnb,79,130.128187456926
Private room,San Francisco,1,airbnb,95,130.128187456926
Entire home/apt,San Francisco,1,airbnb,75,130.128187456926
Private room,San Francisco,1,airbnb,80,130.128187456926
Private room,San Francisco,1,airbnb,105,130.128187456926
Private room,San Francisco,2,airbnb,135,125.633858267717
Private room,San Francisco,1,airbnb,210,130.128187456926
Private room,San Francisco,1,airbnb,108,130.128187456926
Entire home/apt,San Francisco,2,airbnb,135,125.633858267717
Entire home/apt,San Francisco,1,airbnb,96,130.128187456926
Entire home/apt,San Francisco,1,airbnb,75,130.128187456926
Private room,San Francisco,1,airbnb,79,130.128187456926
Private room,San Francisco,1,airbnb,100,130.128187456926
Entire home/apt,San Francisco,1,airbnb,100,130.128187456926
Private room,San Francisco,1,airbnb,110,130.128187456926
Private room,San Francisco,1,airbnb,188,130.128187456926
Private room,San Francisco,2,airbnb,130,125.633858267717
Private room,San Francisco,1,airbnb,120,130.128187456926
Private room,San Francisco,1,airbnb,34,130.128187456926
Entire home/apt,San Francisco,2,airbnb,134,125.633858267717
Entire home/apt,San Francisco,1,airbnb,90,130.128187456926
Entire home/apt,San Francisco,1,airbnb,159,130.128187456926
Private room,San Francisco,1,airbnb,175,130.128187456926
Private room,San Francisco,1,airbnb,179,130.128187456926
Private room,New York City,2,airbnb,99,110.985865724382
Private room,New York City,2,airbnb,399,110.985865724382
Private room,New York City,1,airbnb,199,102.707765667575
Entire home/apt,New York City,1,airbnb,179,102.707765667575
Entire home/apt,New York City,1,airbnb,159,102.707765667575
Private room,New York City,1,airbnb,89,102.707765667575
Private room,New York City,2,airbnb,50,110.985865724382
Entire home/apt,New York City,2,airbnb,89,110.985865724382
Entire home/apt,New York City,2,airbnb,90,110.985865724382
Entire home/apt,New York City,2,airbnb,69,110.985865724382
Entire home/apt,New York City,2,airbnb,49,110.985865724382
Entire home/apt,New York City,1,airbnb,85,102.707765667575
Entire home/apt,New York City,2,airbnb,115,110.985865724382
Entire home/apt,New York City,1,airbnb,90,102.707765667575
Shared room,New York City,1,airbnb,30,102.707765667575
Private room,New York City,2,airbnb,98,110.985865724382
Entire home/apt,New York City,1,airbnb,70,102.707765667575
Private room,New York City,1,airbnb,40,102.707765667575
Entire home/apt,New York City,1,airbnb,165,102.707765667575
Entire home/apt,New York City,1,airbnb,145,102.707765667575
Private room,New York City,1,airbnb,58,102.707765667575
Private room,New York City,1,airbnb,50,102.707765667575
Entire home/apt,New York City,1,airbnb,150,102.707765667575
Private room,New York City,1,airbnb,65,102.707765667575
Private room,New York City,1,airbnb,57,102.707765667575
Private room,New York City,1,airbnb,70,102.707765667575
Private room,New York City,1,airbnb,82,102.707765667575
Private room,New York City,1,airbnb,70,102.707765667575
Private room,New York City,1,airbnb,105,102.707765667575
Entire home/apt,New York City,1,airbnb,139,102.707765667575
Private room,New York City,1,airbnb,88,102.707765667575
Entire home/apt,New York City,2,airbnb,79,110.985865724382
Entire home/apt,New York City,1,airbnb,45,102.707765667575
Entire home/apt,New York City,2,airbnb,125,110.985865724382
Shared room,New York City,1,airbnb,90,102.707765667575
Private room,New York City,1,airbnb,125,102.707765667575
Entire home/apt,New York City,1,airbnb,80,102.707765667575
Entire home/apt,New York City,1,airbnb,58,102.707765667575
Entire home/apt,New York City,1,airbnb,65,102.707765667575
Private room,New York City,1,airbnb,150,102.707765667575
Private room,New York City,1,airbnb,110,102.707765667575
Entire home/apt,New York City,1,airbnb,90,102.707765667575
Entire home/apt,New York City,1,airbnb,85,102.707765667575
Private room,New York City,1,airbnb,133,102.707765667575
Entire home/apt,New York City,1,airbnb,65,102.707765667575
Private room,New York City,1,airbnb,99,102.707765667575
Private room,New York City,1,airbnb,55,102.707765667575
Private room,New York City,1,airbnb,60,102.707765667575
Entire home/apt,New York City,1,airbnb,25,102.707765667575
Private room,New York City,1,airbnb,85,102.707765667575
Private room,New York City,2,airbnb,150,110.985865724382
Private room,New York City,1,airbnb,75,102.707765667575
Entire home/apt,New York City,2,airbnb,80,110.985865724382
Entire home/apt,New York City,1,airbnb,64,102.707765667575
Entire home/apt,New York City,2,airbnb,30,110.985865724382
Private room,New York City,1,airbnb,100,102.707765667575
Private room,New York City,2,airbnb,150,110.985865724382
Private room,New York City,1,airbnb,70,102.707765667575
Entire home/apt,New York City,1,airbnb,150,102.707765667575
Shared room,New York City,1,airbnb,350,102.707765667575
Private room,New York City,1,airbnb,225,102.707765667575
Private room,New York City,1,airbnb,70,102.707765667575
Private room,New York City,1,airbnb,175,102.707765667575
Entire home/apt,New York City,1,airbnb,49,102.707765667575
Entire home/apt,New York City,1,airbnb,120,102.707765667575
Entire home/apt,New York City,1,airbnb,90,102.707765667575
Private room,New York City,1,airbnb,115,102.707765667575
Entire home/apt,New York City,1,airbnb,160,102.707765667575
Entire home/apt,New York City,2,airbnb,125,110.985865724382
Entire home/apt,New York City,1,airbnb,125,102.707765667575
Entire home/apt,New York City,1,airbnb,25,102.707765667575
Private room,New York City,1,airbnb,34,102.707765667575
Private room,New York City,1,airbnb,45,102.707765667575
Private room,New York City,1,airbnb,95,102.707765667575
Entire home/apt,New York City,1,airbnb,119,102.707765667575
Entire home/apt,New York City,1,airbnb,82,102.707765667575
Private room,New York City,1,airbnb,70,102.707765667575
Entire home/apt,New York City,1,airbnb,50,102.707765667575
Private room,New York City,1,airbnb,65,102.707765667575
Private room,New York City,1,airbnb,59,102.707765667575
Private room,New York City,1,airbnb,70,102.707765667575
Private room,New York City,1,airbnb,135,102.707765667575
Private room,New York City,1,airbnb,50,102.707765667575
Entire home/apt,New York City,1,airbnb,100,102.707765667575
Entire home/apt,New York City,1,airbnb,34,102.707765667575
Private room,New York City,1,airbnb,114,102.707765667575
Private room,New York City,2,airbnb,45,110.985865724382
Private room,New York City,1,airbnb,50,102.707765667575
Shared room,New York City,2,airbnb,150,110.985865724382
Private room,New York City,1,airbnb,80,102.707765667575
Entire home/apt,New York City,1,airbnb,60,102.707765667575
Private room,New York City,1,airbnb,105,102.707765667575
Shared room,New York City,1,airbnb,140,102.707765667575
Entire home/apt,New York City,1,airbnb,115,102.707765667575
Entire home/apt,New York City,2,airbnb,127,110.985865724382
Entire home/apt,New York City,1,airbnb,169,102.707765667575
Entire home/apt,New York City,1,airbnb,100,102.707765667575
Entire home/apt,New York City,2,airbnb,88,110.985865724382
Private room,New York City,1,airbnb,85,102.707765667575
Private room,New York City,1,airbnb,41,102.707765667575
Shared room,New York City,2,airbnb,30,110.985865724382
Private room,New York City,1,airbnb,65,102.707765667575
Entire home/apt,New York City,1,airbnb,75,102.707765667575
Shared room,New York City,1,airbnb,60,102.707765667575
Private room,New York City,1,airbnb,140,102.707765667575
Private room,New York City,1,airbnb,500,102.707765667575
Private room,New York City,1,airbnb,50,102.707765667575
Private room,New York City,1,airbnb,85,102.707765667575
Private room,New York City,1,airbnb,98,102.707765667575
Private room,New York City,1,airbnb,79,102.707765667575
Private room,New York City,1,airbnb,40,102.707765667575
Private room,New York City,1,airbnb,79,102.707765667575
Private room,New York City,1,airbnb,68,102.707765667575
Entire home/apt,New York City,1,airbnb,125,102.707765667575
Private room,New York City,1,airbnb,35,102.707765667575
Private room,New York City,1,airbnb,125,102.707765667575
Private room,New York City,1,airbnb,55,102.707765667575
Private room,New York City,1,airbnb,50,102.707765667575
Private room,New York City,2,airbnb,110,110.985865724382
Entire home/apt,New York City,1,airbnb,125,102.707765667575
Private room,New York City,1,airbnb,60,102.707765667575
Private room,New York City,1,airbnb,70,102.707765667575
Entire home/apt,New York City,1,airbnb,80,102.707765667575
Entire home/apt,New York City,1,airbnb,135,102.707765667575
Entire home/apt,New York City,1,airbnb,75,102.707765667575
Private room,New York City,1,airbnb,72,102.707765667575
Private room,New York City,1,airbnb,70,102.707765667575
Private room,New York City,1,airbnb,81,102.707765667575
Private room,New York City,1,airbnb,60,102.707765667575
Entire home/apt,New York City,2,airbnb,119,110.985865724382
Entire home/apt,New York City,2,airbnb,25,110.985865724382
Private room,New York City,2,airbnb,129,110.985865724382
Private room,New York City,2,airbnb,109,110.985865724382
Entire home/apt,New York City,1,airbnb,60,102.707765667575
Entire home/apt,New York City,1,airbnb,60,102.707765667575
Entire home/apt,New York City,1,airbnb,70,102.707765667575
Private room,New York City,1,airbnb,70,102.707765667575
Private room,New York City,1,airbnb,42,102.707765667575
Entire home/apt,New York City,1,airbnb,120,102.707765667575
Private room,New York City,1,airbnb,185,102.707765667575
Private room,New York City,1,airbnb,170,102.707765667575
Entire home/apt,New York City,1,airbnb,25,102.707765667575
Entire home/apt,New York City,1,airbnb,41,102.707765667575
Entire home/apt,New York City,1,airbnb,425,102.707765667575
Entire home/apt,New York City,2,airbnb,65,110.985865724382
Entire home/apt,New York City,1,airbnb,122,102.707765667575
Entire home/apt,New York City,2,airbnb,58,110.985865724382
Entire home/apt,New York City,2,airbnb,49,110.985865724382
Private room,New York City,1,airbnb,119,102.707765667575
Entire home/apt,New York City,1,airbnb,42,102.707765667575
Private room,New York City,1,airbnb,45,102.707765667575
Entire home/apt,New York City,2,airbnb,73,110.985865724382
Entire home/apt,New York City,1,airbnb,100,102.707765667575
Private room,New York City,1,airbnb,425,102.707765667575
Entire home/apt,New York City,1,airbnb,50,102.707765667575
Private room,New York City,2,airbnb,42,110.985865724382
Private room,New York City,1,airbnb,65,102.707765667575
Private room,New York City,1,airbnb,95,102.707765667575
Private room,New York City,1,airbnb,148,102.707765667575
Entire home/apt,New York City,1,airbnb,99,102.707765667575
Entire home/apt,New York City,1,airbnb,50,102.707765667575
Entire home/apt,New York City,1,airbnb,80,102.707765667575
Entire home/apt,New York City,2,airbnb,130,110.985865724382
Entire home/apt,New York City,1,airbnb,80,102.707765667575
Entire home/apt,New York City,2,airbnb,139,110.985865724382
Entire home/apt,New York City,2,airbnb,59,110.985865724382
Private room,New York City,1,airbnb,88,102.707765667575
Private room,New York City,2,airbnb,115,110.985865724382
Entire home/apt,New York City,1,airbnb,125,102.707765667575
Private room,New York City,1,airbnb,225,102.707765667575
Entire home/apt,New York City,1,airbnb,98,102.707765667575
Private room,New York City,1,airbnb,155,102.707765667575
Entire home/apt,New York City,1,airbnb,35,102.707765667575
Private room,New York City,1,airbnb,72,102.707765667575
Entire home/apt,New York City,2,airbnb,119,110.985865724382
Private room,New York City,1,airbnb,28,102.707765667575
Private room,New York City,1,airbnb,55,102.707765667575
Entire home/apt,New York City,1,airbnb,270,102.707765667575
Entire home/apt,New York City,1,airbnb,115,102.707765667575
Entire home/apt,New York City,1,airbnb,145,102.707765667575
Entire home/apt,New York City,2,airbnb,95,110.985865724382
Entire home/apt,New York City,1,airbnb,125,102.707765667575
Entire home/apt,New York City,2,airbnb,90,110.985865724382
Entire home/apt,New York City,2,airbnb,155,110.985865724382
Private room,New York City,1,airbnb,72,102.707765667575
Entire home/apt,New York City,2,airbnb,95,110.985865724382
Entire home/apt,New York City,1,airbnb,148,102.707765667575
Private room,New York City,1,airbnb,139,102.707765667575
Entire home/apt,New York City,2,airbnb,50,110.985865724382
Entire home/apt,New York City,1,airbnb,215,102.707765667575
Private room,New York City,1,airbnb,90,102.707765667575
Entire home/apt,New York City,1,airbnb,41,102.707765667575
Private room,New York City,2,airbnb,55,110.985865724382
Private room,New York City,1,airbnb,50,102.707765667575
Entire home/apt,New York City,1,airbnb,65,102.707765667575
Private room,New York City,1,airbnb,185,102.707765667575
Entire home/apt,New York City,2,airbnb,170,110.985865724382
Entire home/apt,New York City,1,airbnb,160,102.707765667575
Private room,New York City,1,airbnb,65,102.707765667575
Entire home/apt,New York City,1,airbnb,122,102.707765667575
Private room,New York City,2,airbnb,200,110.985865724382
Private room,New York City,1,airbnb,125,102.707765667575
Entire home/apt,New York City,1,airbnb,74,102.707765667575
Private room,New York City,1,airbnb,55,102.707765667575
Entire home/apt,New York City,2,airbnb,270,110.985865724382
Entire home/apt,New York City,1,airbnb,115,102.707765667575
Private room,New York City,1,airbnb,90,102.707765667575
Entire home/apt,New York City,1,airbnb,225,102.707765667575
Private room,New York City,2,airbnb,155,110.985865724382
Private room,New York City,1,airbnb,35,102.707765667575
Private room,New York City,1,airbnb,28,102.707765667575
Entire home/apt,New York City,2,airbnb,55,110.985865724382
Entire home/apt,New York City,1,airbnb,56,102.707765667575
Private room,New York City,1,airbnb,95,102.707765667575
Entire home/apt,New York City,1,airbnb,125,102.707765667575
Private room,New York City,2,airbnb,225,110.985865724382
Private room,New York City,1,airbnb,98,102.707765667575
Private room,New York City,1,airbnb,50,102.707765667575
Private room,New York City,1,airbnb,125,102.707765667575
Entire home/apt,New York City,1,airbnb,45,102.707765667575
Entire home/apt,New York City,1,airbnb,120,102.707765667575
Entire home/apt,New York City,1,airbnb,100,102.707765667575
Entire home/apt,New York City,2,airbnb,125,110.985865724382
Entire home/apt,New York City,1,airbnb,125,102.707765667575
Entire home/apt,New York City,2,airbnb,35,110.985865724382
Entire home/apt,New York City,2,airbnb,50,110.985865724382
Private room,New York City,1,airbnb,65,102.707765667575
Private room,New York City,1,airbnb,65,102.707765667575
Private room,New York City,1,airbnb,55,102.707765667575
Entire home/apt,New York City,1,airbnb,160,102.707765667575
Entire home/apt,New York City,1,airbnb,25,102.707765667575
Entire home/apt,New York City,1,airbnb,100,102.707765667575
Entire home/apt,New York City,2,airbnb,425,110.985865724382
Entire home/apt,New York City,1,airbnb,65,102.707765667575
Entire home/apt,New York City,2,airbnb,122,110.985865724382
Entire home/apt,New York City,2,airbnb,125,110.985865724382
Private room,New York City,1,airbnb,60,102.707765667575
Private room,New York City,1,airbnb,50,102.707765667575
Private room,New York City,1,airbnb,70,102.707765667575
Entire home/apt,New York City,1,airbnb,42,102.707765667575
Entire home/apt,New York City,1,airbnb,45,102.707765667575
Entire home/apt,New York City,1,airbnb,73,102.707765667575
Entire home/apt,New York City,2,airbnb,100,110.985865724382
Entire home/apt,New York City,1,airbnb,125,102.707765667575
Entire home/apt,New York City,2,airbnb,125,110.985865724382
Entire home/apt,New York City,2,airbnb,425,110.985865724382
Private room,New York City,1,airbnb,42,102.707765667575
Private room,New York City,2,airbnb,160,110.985865724382
Entire home/apt,New York City,1,airbnb,425,102.707765667575
Private room,New York City,1,airbnb,122,102.707765667575
Entire home/apt,New York City,1,airbnb,58,102.707765667575
Private room,New York City,1,airbnb,200,102.707765667575
Entire home/apt,New York City,1,airbnb,125,102.707765667575
Private room,New York City,1,airbnb,100,102.707765667575
Entire home/apt,New York City,2,airbnb,60,110.985865724382
Private room,New York City,1,airbnb,70,102.707765667575
Private room,New York City,1,airbnb,125,102.707765667575
Private room,New York City,1,airbnb,73,102.707765667575
Private room,New York City,1,airbnb,100,102.707765667575
Entire home/apt,New York City,1,airbnb,125,102.707765667575
Private room,New York City,1,airbnb,425,102.707765667575
Private room,New York City,1,airbnb,85,102.707765667575
Private room,New York City,1,airbnb,82,102.707765667575
Private room,New York City,1,airbnb,148,102.707765667575
Private room,New York City,1,airbnb,139,102.707765667575
Private room,New York City,1,airbnb,80,102.707765667575
Private room,New York City,1,airbnb,130,102.707765667575
Entire home/apt,New York City,1,airbnb,80,102.707765667575
Private room,New York City,1,airbnb,59,102.707765667575
Private room,New York City,1,airbnb,50,102.707765667575
Private room,New York City,1,airbnb,70,102.707765667575
Private room,New York City,1,airbnb,42,102.707765667575
Entire home/apt,New York City,1,airbnb,120,102.707765667575
Entire home/apt,New York City,1,airbnb,73,102.707765667575
Entire home/apt,New York City,1,airbnb,125,102.707765667575
Entire home/apt,New York City,2,airbnb,125,110.985865724382
Entire home/apt,New York City,1,airbnb,35,102.707765667575
