Room.Type,City,Bed(s),Property.Form,Price,Avg
Entire home/apt,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,2,airbnb,135,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Private room,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,2,airbnb,115,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,100,95.3969230769231
Private room,Los Angeles,1,airbnb,79,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,1000,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,50,107.981859410431
Private room,Los Angeles,1,airbnb,110,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,1000,107.981859410431
Private room,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,45,107.981859410431
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,1000,107.981859410431
Private room,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,45,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,1000,107.981859410431
Private room,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,45,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,1000,107.981859410431
Private room,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,45,107.981859410431
Private room,Los Angeles,1,airbnb,1000,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,50,107.981859410431
Private room,Los Angeles,1,airbnb,110,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,100,107.981859410431
Private room,Los Angeles,2,airbnb,45,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,135,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,59,107.981859410431
Private room,Los Angeles,1,airbnb,1000,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,50,107.981859410431
Private room,Los Angeles,1,airbnb,110,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,1000,107.981859410431
Private room,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,45,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,139,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,110,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Private room,Los Angeles,2,airbnb,89,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,129,95.3969230769231
Private room,Los Angeles,1,airbnb,139,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,110,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Private room,Los Angeles,2,airbnb,89,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,129,95.3969230769231
Private room,Los Angeles,1,airbnb,139,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,110,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Private room,Los Angeles,2,airbnb,89,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,129,95.3969230769231
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Private room,Los Angeles,1,airbnb,1000,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,50,107.981859410431
Private room,Los Angeles,1,airbnb,110,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,1000,107.981859410431
Private room,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,45,107.981859410431
Private room,Los Angeles,1,airbnb,120,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,50,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Private room,Los Angeles,1,airbnb,55,107.981859410431
Private room,Los Angeles,2,airbnb,125,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Private room,Los Angeles,2,airbnb,129,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,45,95.3969230769231
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,1000,107.981859410431
Private room,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,45,107.981859410431
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,45,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,89,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,2,airbnb,60,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Private room,Los Angeles,2,airbnb,59,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,79,95.3969230769231
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,1000,107.981859410431
Private room,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,45,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,1000,107.981859410431
Private room,Los Angeles,2,airbnb,150,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Private room,Los Angeles,1,airbnb,140,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,2,airbnb,100,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,59,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,139,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,75,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,110,107.981859410431
Private room,Los Angeles,1,airbnb,115,107.981859410431
Private room,Los Angeles,1,airbnb,30,107.981859410431
Private room,Los Angeles,2,airbnb,89,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,69,107.981859410431
Private room,Los Angeles,2,airbnb,69,95.3969230769231
Entire home/apt,Los Angeles,2,airbnb,129,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,1,airbnb,83,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,100,107.981859410431
Entire home/apt,Los Angeles,1,airbnb,79,107.981859410431
Private room,Los Angeles,1,airbnb,89,107.981859410431
Entire home/apt,Los Angeles,2,airbnb,79,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,89,107.981859410431
Private room,Los Angeles,1,airbnb,33,107.981859410431
Private room,Los Angeles,1,airbnb,75,107.981859410431
Private room,Los Angeles,2,airbnb,135,95.3969230769231
Entire home/apt,Los Angeles,1,airbnb,69,107.981859410431
Private room,Los Angeles,1,airbnb,60,107.981859410431
Private room,Los Angeles,1,airbnb,125,107.981859410431
Private room,Los Angeles,2,airbnb,115,95.3969230769231
